	timestamp	mean sentiment	number of posts	mean score
0	1502942400.0	0.1638565217391304	11.0	1.0454545454545454
1	1502946000.0	0.2488333333333333	12.0	1.0
2	1502949600.0	0.4276055555555556	18.0	1.0
3	1502953200.0	0.2807086956521739	18.0	1.2777777777777777
4	1502956800.0	0.3418805555555556	15.0	1.2
5	1502960400.0	0.3691772727272728	20.0	1.1
6	1502964000.0	0.4664153846153846	15.0	0.8666666666666667
7	1502967600.0	0.4571199999999999	21.0	0.8333333333333334
8	1502971200.0	0.2965523809523809	42.0	1.0
9	1502974800.0	0.162315	21.0	0.9523809523809524
10	1502978400.0	0.2241416666666666	24.0	1.0
11	1502982000.0	0.1028714285714285	24.0	0.875
12	1502985600.0	0.5520962962962963	24.0	1.125
13	1502989200.0	0.4586117647058824	17.0	1.0
14	1502992800.0	0.298350704225352	36.0	0.9861111111111112
15	1502996400.0	0.36472	12.0	0.8333333333333334
16	1503000000.0	0.271175	17.0	0.9411764705882352
17	1503003600.0	0.210664	39.0	0.9615384615384616
18	1503007200.0	0.4492166666666666	13.0	0.9230769230769232
19	1503010800.0	0.24286	25.0	0.8
20	1503014400.0	0.4108885714285715	17.0	1.0294117647058822
21	1503018000.0	0.3786157894736842	22.0	0.8636363636363636
22	1503021600.0	0.27321	10.0	1.0
23	1503025200.0	0.3492699999999999	14.0	0.7142857142857143
24	1503028800.0	0.3996444444444445	12.0	0.75
25	1503032400.0	0.2292428571428571	8.0	0.875
26	1503036000.0	0.324505	22.0	0.9090909090909092
27	1503039600.0	0.2436172413793103	14.0	1.0357142857142858
28	1503043200.0	0.2778450980392157	27.0	0.9444444444444444
29	1503046800.0	0.33661	18.0	1.1111111111111112
30	1503050400.0	0.3722428571428572	16.0	0.875
31	1503054000.0	0.2079564102564102	43.0	0.9069767441860463
32	1503057600.0	0.2321458333333333	20.0	1.2
33	1503061200.0	0.4221736842105263	20.0	0.95
34	1503064800.0	0.3666714285714285	30.0	0.9333333333333332
35	1503068400.0	0.0082933333333333	15.0	1.0
36	1503072000.0	0.3331923076923077	26.0	1.0
37	1503075600.0	0.2939018181818182	29.0	0.9482758620689656
38	1503079200.0	0.3008461538461537	40.0	0.975
39	1503082800.0	0.3695483870967742	33.0	0.9393939393939394
40	1503086400.0	0.26330625	17.0	0.9411764705882352
41	1503090000.0	0.4578708333333333	24.0	1.0
42	1503093600.0	0.3269571428571428	15.0	0.9333333333333332
43	1503097200.0	0.4159923076923077	13.0	1.0
44	1503100800.0	0.1347	15.0	1.0
45	1503104400.0	0.1320896551724137	14.0	1.0357142857142858
46	1503108000.0	0.5445571428571429	11.0	1.2727272727272727
47	1503111600.0	0.3391	8.0	0.875
48	1503115200.0	0.3690181818181818	11.0	1.0
49	1503118800.0	0.2050833333333333	12.0	1.0
50	1503122400.0	0.3512470588235295	18.0	0.9444444444444444
51	1503126000.0	0.32645	14.0	0.8571428571428571
52	1503129600.0	0.5505583333333334	10.0	1.2
53	1503133200.0	0.444492	11.0	1.1363636363636365
54	1503136800.0	0.2083932203389831	24.0	1.2291666666666667
55	1503140400.0	0.3663823529411765	20.0	0.85
56	1503144000.0	0.2337060606060605	33.0	1.0
57	1503147600.0	0.1490090909090909	23.0	0.9565217391304348
58	1503151200.0	0.2591043478260869	24.0	0.9583333333333334
59	1503154800.0	0.3011638888888888	37.0	0.972972972972973
60	1503158400.0	0.4170866666666666	15.0	1.0
61	1503162000.0	0.1721454545454545	23.0	0.9565217391304348
62	1503165600.0	0.3343620689655172	31.0	0.935483870967742
63	1503169200.0	0.3971310344827586	30.0	0.9666666666666668
64	1503172800.0	0.3690190476190476	22.0	0.9545454545454546
65	1503176400.0	0.23803	11.0	0.9090909090909092
66	1503180000.0	0.2911454545454545	13.0	0.8461538461538461
67	1503183600.0	0.1843153846153846	17.0	0.7647058823529411
68	1503187200.0	0.3553125	16.0	1.0
69	1503190800.0	0.1916230769230768	13.0	1.0
70	1503194400.0	0.1814833333333333	12.0	1.0
71	1503198000.0	0.3385428571428571	8.0	0.875
72	1503201600.0	0.4321111111111109	23.0	1.173913043478261
73	1503205200.0	0.1732333333333333	18.0	1.0
74	1503208800.0	0.2435307692307692	13.0	1.0
75	1503212400.0	0.18986875	12.0	1.3333333333333333
76	1503216000.0	0.21012	12.0	1.25
77	1503219600.0	0.2827833333333333	8.0	0.75
78	1503223200.0	0.285375	13.0	0.9230769230769232
79	1503226800.0	0.1901555555555555	30.0	0.9
80	1503230400.0	0.1958523809523808	25.0	0.84
81	1503234000.0	0.1559392857142856	25.0	1.12
82	1503237600.0	0.20728	36.0	0.9722222222222222
83	1503241200.0	0.2930285714285713	21.0	1.0
84	1503244800.0	0.3111416666666666	13.0	0.9230769230769232
85	1503248400.0	0.2434	17.0	0.8823529411764706
86	1503252000.0	0.1264528301886792	22.0	1.2045454545454546
87	1503255600.0	0.5291739726027397	32.0	1.140625
88	1503259200.0	0.3372444444444445	18.0	1.0
89	1503262800.0	0.4597685714285714	17.0	1.0294117647058822
90	1503266400.0	0.1563307692307692	13.0	1.0
91	1503270000.0	0.0984545454545454	15.0	0.7333333333333333
92	1503273600.0	0.0247904761904762	18.0	1.1666666666666667
93	1503277200.0	0.2928578947368421	15.0	1.2666666666666666
94	1503280800.0	0.289096	12.0	1.0416666666666667
95	1503284400.0	0.3909947368421053	15.0	1.2666666666666666
96	1503288000.0	0.1062272727272727	23.0	0.9565217391304348
97	1503291600.0	0.40090625	12.0	1.3333333333333333
98	1503295200.0	0.182215	20.0	1.0
99	1503298800.0	0.1755454545454545	13.0	0.8461538461538461
100	1503302400.0	0.3666585365853658	15.0	1.3666666666666667
