created_at,timestamp,username,tweet,language,likes_count
2022-10-27 19:59:24 +07,1666875564.0,dilserensengoz,Sign up to FTX with my referral link and get 5% commission discount on all your transactions. Also 5 people signed up. 🤑🏃‍♀️ It is not financial advice.  #FTX #FTX_Official #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/cTkzHVnm72 👍🏻  https://t.co/lnLPrZMNV6,en,0
2022-10-27 19:59:23 +07,1666875563.0,sanal30126378,12 people signed up with this link and they pay 10% less commission on every transaction. It is not financial advice.  #Binance #BNB #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/CvDYjf9fVS 👍🏻  https://t.co/PbUcjgsYRq,en,0
2022-10-27 19:58:50 +07,1666875530.0,turknetfiber,7 people signed up with this link and they pay 5% less commission on every transaction. 👾🔷 It is not financial advice.  #FTX #FTX_Official #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/wIeVd2cSo7 👍🏻  https://t.co/oFxGQlmHsl,en,0
2022-10-27 19:58:27 +07,1666875507.0,spark_br,I'd like to say this is the same architecture as #btc #bitcoin and #bch #bitcoin ... you are all susceptible to this,en,2
2022-10-27 19:56:42 +07,1666875402.0,cryptokannada13,BTC LONG 20100-19910 SL 19770 TP 20.5k and 21.4k. $BTC #Bitcoin #Crypto NFA DYOR,in,0
2022-10-27 19:55:54 +07,1666875354.0,sekadamrejimi,Güncelleme; #btc #bitcoin #nasdaq #sp500 #dxy #ethereum  Short için sniper entry analizini bu range alanına girdikten sonra güncelleriz. 20.750 üzerinde 12 saatlik kapanış şart.  https://t.co/zT8HVai6cD,tr,7
2022-10-27 19:55:49 +07,1666875349.0,boyrazgrad_,Hard short is coming #btc #bitcoin #kripto,en,0
2022-10-27 19:55:12 +07,1666875312.0,007clock,今日もう少し上がれば、アメリカ中間選挙前後までは上目線でまあ大丈夫って油断しててもいいのかなどうだろう🍡  なんかこう手放しな感じになりたい😃  #btc #bitcoin #ビットコイン,ja,0
2022-10-27 19:53:03 +07,1666875183.0,alertingcryptos,"[ $BTC ] Bitcoin   A record 55,000 Bitcoin, or over $1.1 billion, was just withdrawn from Binance   https://t.co/FJ6UJxxDaJ",en,0
2022-10-27 19:49:59 +07,1666874999.0,jonasnrdstrm,📈 ETHUSD SELL signal now (partial) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 27/10/2022@12:49:59,en,0
2022-10-27 19:49:24 +07,1666874964.0,mtgoxbalancebot,Total current balance on all known addresses* of the MtGox Trustee: 135890.97921463 BTC.   0 BTC have been moved from these addresses since 2018/05/10.   $BTC #bitcoin #mtgox mt.gox mt gox  2022-10-27T12:49:24.280Z,en,0
2022-10-27 19:49:24 +07,1666874964.0,ahmed_altheferi,#GANN | #SMC | #HARMONIC | #BTC | #BITCOIN |#WOLFE_WAVE | #ELLIOTT_WAVE | #العملات_الرقميه | #البتكوين |  https://t.co/k50433T1a3,und,3
2022-10-27 19:49:15 +07,1666874955.0,darthayen,#btc #bitcoin  https://t.co/R56hU9Fk8u,qme,0
2022-10-27 19:48:59 +07,1666874939.0,jonasnrdstrm,📈 ETHUSD SELL signal now (partial) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 27/10/2022@12:48:59,en,0
2022-10-27 19:48:52 +07,1666874932.0,007clock,ショートカバーがどっかでめちゃきそう・・そして21000をがっつり越えられるかどうか🍡  2230待ち😃  #btc #bitcoin #ビットコイン,ja,0
