created_at,timestamp,username,tweet,language,likes_count
2022-11-04 14:35:15 +07,1667547315.0,neilanblomeenow,"@elizabethprata #btc Bitcoin ₿ - no one can censor it, no one can stop it. Use strike app if in USA. Very simple and lightning fast.",en,0
2022-11-04 14:34:04 +07,1667547244.0,datapoolapp,Eth Twitter Sentiment Analysis   Last 1 Day #btc #bitcoin #cryptocurrency More Detail 👉 https://t.co/Djh0l0O5xD  https://t.co/xsoRb55ZgF,en,1
2022-11-04 14:33:43 +07,1667547223.0,cryptoexelance,$LINK $SOL ve $KSM takibinize alın. $SOL gerekli tepkimeyi vermedi. Yukarı fırlaması yakın görünüyor. $DOGE için de 0.20$ hedef var.   #btc #bitcoin #crypto #news #bnb #binance,tr,9
2022-11-04 14:33:31 +07,1667547211.0,hernandogs28,PERFECT for #CRYPTO !!!  #BTC #Bitcoin $ETH $LTC $DOGE $BCH $SOL $QNT $MANA $CORZ $BKKT $CIFR $RIOT $HUT $HIVE,en,0
2022-11-04 14:32:31 +07,1667547151.0,amirposkovic40,I see your liquidity pool  and I raise you! APY and usage are out of this world! Changing the game!🔥  #solana #NFTs #SOL #solananetwork #SolanaNFTs  #NFT #nftart #nftcollector #sol #defi #blockchain #BTC #bitcoin #ETH #crypto #assets #wealth #altcoins #bullish,en,2
2022-11-04 14:31:55 +07,1667547115.0,hq8u28,Crypto crime at all time high! Crypto crime never lower! What's going on?!#cryptocurrecy #btc #Bitcoin,en,0
2022-11-04 14:31:07 +07,1667547067.0,cryptocharts,Thoughts on $BTC #Bitcoin! See desmondlzw's idea on TradingView below.  https://t.co/HGYbkPuMC6,en,1
2022-11-04 14:30:50 +07,1667547050.0,berthal87719565,Phá cản rồi đó ae #BTC #Bitcoin #THETA  https://t.co/rW5VA2RJhp,vi,0
2022-11-04 14:30:43 +07,1667547043.0,mycryptotw1020,山寨群魔亂舞已經拉盤兩天了 終於輪到 #比特幣 #以太坊 動  #非農 公佈之前反彈 不知道是好是壞喔🤔  估計今晚又是插針行情⋯⋯ —— #BTC #Bitcoin #ETH #Ethereum #Crypto #Cryptocurrency #Cryptotrading #NaturalTradingTheory #加密貨幣 #自然交易理論 #自然交易理论  https://t.co/jWwVyrtvhG,zh,0
2022-11-04 14:30:29 +07,1667547029.0,coinok,1 BTC Price: Bitstamp 20575 USD #BTC #Bitcoin 2022-11-04 03:30  https://t.co/IZmIvfAlYO,en,1
2022-11-04 14:26:56 +07,1667546816.0,prophetofpr2,$AAVE is a winner. Target met. #Crypto #BTC #Bitcoin  https://t.co/HXxwaHrBxF,en,0
2022-11-04 14:25:02 +07,1667546702.0,eddytbh15,Do you agree or DO YOU AGREE? 👀  #BTC #Bitcoin #cryptocurrency #Cryptos #Crypto,en,0
2022-11-04 14:24:38 +07,1667546678.0,5dolaraaraba,GÜNCEL BAKİYE: 5 USDT  #eth #btc #bitcoin #Etherum #crypto #ElonMusk,tr,4
2022-11-04 14:23:37 +07,1667546617.0,lucabry2678,Were ya'll paying attention? You coulda played the $SPY both ways for a 50x gain in less than an afternoon. $SPY 430 puts $1 taken to $5 (12:20 - 2:30pm) $SPY 430 calls 50 cents taken to $5 (2:30 - 3:55) This is how you become a millionaire. #BTC #Bitcoin got nothin on options,en,0
2022-11-04 14:22:18 +07,1667546538.0,meta2140english,"U.K. Seeks To Regulate Bitcoin, Crypto Similar To Current Financial Instruments: Report  https://t.co/ZRIBDimDd3 #BTC #BITCOIN #LIGHTNING #LN #cryptocurrency #financialfreedom #lightning",en,0
2022-11-04 14:20:45 +07,1667546445.0,david_inans43,LIVE-CANLI YAYIN Bitcoin cryptocurrencies and all markets are here$SHIB #SHIB . $BTC #Bitcoin $ETH $BNB $SOL $ADA $XRP $DOT $DOGE $AVAX $LUNA $MATIC $MANA $AXS $SAND $BLOK $ENJ $ATOM#Metaverse,en,0
2022-11-04 14:19:20 +07,1667546360.0,gasaruno198017,"BTC:  Head and shoulders pattern formation, with a retest of descending parallel channel.  Price currently headed between 41k-40k.  #BTC  #Bitcoin  #cryptocurrecy  #cryptotrading",en,1
2022-11-04 14:18:30 +07,1667546310.0,cryptopasasi,#8Pay müthiş bir başarı yakalayabilir  @8Pay_network #btc #bitcoin #binance,tr,4
2022-11-04 14:18:25 +07,1667546305.0,atmane_tajir91,"Still the down movement not finish little pullback for almost two days then continue the down movement to 28K area , THE BOTTOM WILL BE ON 27/1 #BTC #Bitcoin",en,1
