created_at,timestamp,username,tweet,language,likes_count
2022-10-24 00:59:50 +07,1666547990.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [2781 BTC] @ 19468 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:59:33 +07,1666547973.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [2180 BTC] @ 19490 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:59:08 +07,1666547948.0,sertong81,Bir yeşil mum geliyor sanki #btc #bitcoin  https://t.co/o8FesrR6jn,tr,3
2022-10-24 00:58:57 +07,1666547937.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [2130 BTC] @ 19476 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:58:35 +07,1666547915.0,fav_doctor,"In addition to quickly purchasing something on the #exeno marketplace, you can also exchange $EXN on LBank, BitMart, and AAX.  #btc #Bitcoin #nft #crypto  https://t.co/vDY8Sc6y62",en,4
2022-10-24 00:57:12 +07,1666547832.0,rahulvermaoff,"Payment mode problem? We are here to help you, TETHEREUM EXCHANGE @tethereumtoken launching very soon, with more than 350+ payment mode globally 🚀  #Tethereum #TethereumExchange #TethereumToken #Crypto #Cryptocurrency #Binance #btc #bitcoin #Dubai #BinanceSmartChain #Bnb  https://t.co/EBmJUuxJVY",en,13
2022-10-24 00:57:00 +07,1666547820.0,btcvolume,$BTCUSD 🔴 1m trading volume spike in last 12 hours: 203.39363222 BTC traded at closing price $19428.6 #btc #bitcoin,en,0
2022-10-24 00:56:29 +07,1666547789.0,theeraycordell,$btc #bitcoin   Here we are again. Bulls going to show up and end this bear market. Or is this just another rejection?  https://t.co/utWAAsK9sq,en,0
2022-10-24 00:56:28 +07,1666547788.0,realmix_soda,$BTC its sad because i moved my entry down from the fvg to the order block 🥲  Pro Tip: Front run me with @tealstreetio   #BTC #Bitcoin  https://t.co/2JUMeq2NHL,en,1
2022-10-24 00:55:57 +07,1666547757.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [2088 BTC] @ 19444 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:55:18 +07,1666547718.0,bitcoin_brain,Maybe it’s not the bottom but it’s time to start buying again imho! $BTC #Bitcoin,en,0
2022-10-24 00:54:29 +07,1666547669.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [2681 BTC] @ 19442 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:54:16 +07,1666547656.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [2005 BTC] @ 19485 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:53:46 +07,1666547626.0,kriptoacmi,sırada 19.550$ var #BTC #bitcoin  arkana yaslan ve izle😎,tr,3
2022-10-24 00:53:35 +07,1666547615.0,cryptwalker2,#BTC #Bitcoin #btcusdt #btcdump #btcshort #short #dump #cryptocurrecy #14k #11k #crash #chart #bearmarket   The dump will begin from here  ⛈️  https://t.co/i5eCR6hbu1,en,1
2022-10-24 00:53:27 +07,1666547607.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [1887 BTC] @ 19401 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:52:38 +07,1666547558.0,vickyhalifaxfc,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [1771 BTC] @ 19317 USDT #BTC #Bitcoin #Crypto #Cryptocurrency  https://t.co/yHfrrIIJgq,no,3
2022-10-24 00:52:34 +07,1666547554.0,kriptoacmi,#BTC #bitcoin  dediysem er yada geç olur !  aksiyonunu al arkana yaslan ve izle😎  Kırmızı Düşen 19.360$ milimetrik geldi🎯 çiçekler odama lütfen...  https://t.co/DOw6vzgRn9,tr,7
2022-10-24 00:52:32 +07,1666547552.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [4383 BTC] @ 19402 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-24 00:52:14 +07,1666547534.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [1948 BTC] @ 19378 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,1
