created_at,timestamp,username,tweet,language,likes_count
2022-11-08 11:59:20 +07,1667883560.0,tempus_capital,Clean rejection from our magic line. $BTC #Bitcoin  https://t.co/wVm8Sxcbo7,en,0
2022-11-08 11:58:41 +07,1667883521.0,degenclinic,The biggest shitcoin of them all. $BTC #Bitcoin  https://t.co/LggxGgncdc,en,0
2022-11-08 11:58:02 +07,1667883482.0,cryptog0pnik,On the bright side. At least it's not June and I'm going to bed praying I'm not liquidated by the time I wake up in the morning.   Ggs  #Cryptocurency #BTC #Bitcoin #eth $btc $eth #xrp $xrp #SBF #CZ $FTT #FTX,en,0
2022-11-08 11:56:58 +07,1667883418.0,24kcrypto,$BTC #Bitcoin   Expanded flat with a 1.618 extension to complete C of W2 &amp; which is confluent with a 50% retracement of W1. Easy to consider this drop as a bearish impulse on account of 5 waves but more likely run it back up from here with more upside to come this month for #BTC  https://t.co/UzrC4vVG11,en,23
2022-11-08 11:56:11 +07,1667883371.0,decentralise_,$BTC #BTC #Bitcoin D1  Potential area of short-term support.  https://t.co/h7H8N3iXtP,en,2
2022-11-08 11:56:07 +07,1667883367.0,iread33399418,$BTC #Bitcoin  うむ  https://t.co/94xueh4MR2,ja,0
2022-11-08 11:55:24 +07,1667883324.0,tecumse1,"Crypto 🩸🩸🩸 Very, very sad 😢 #Cryptocurency #btc #Bitcoin #ftt #FTX #BNB #LUNA",en,1
2022-11-08 11:54:57 +07,1667883297.0,spcryptoanalyst,The breakdown was programmed. It is al over for FTT. Cheers 🍻  #btc #bitcoin #sol #nft #crypto #eth #Ethereum #ftt #FTX  https://t.co/rk78oiSvoV,en,6
2022-11-08 11:54:01 +07,1667883241.0,alertingcryptos,[ $BTC ] Bitcoin   How Blockchain-as-a-Service Will Benefit the Enterprise   https://t.co/VzNQsr2aqh,en,0
2022-11-08 11:53:32 +07,1667883212.0,rickscoffee99,"#Elliottwave #BTC #Bitcoin next $34613 exit scenario at $44522. The longterm Cycle wave count suggest III,IV,V with next A,B,C correction. The green Intermediate wave (c) as low as $29728",en,0
2022-11-08 11:53:25 +07,1667883205.0,hsnkripto,şafak operasyonu oldu #btc  #bitcoin  #ETH  #Ethereum,tr,2
2022-11-08 11:53:15 +07,1667883195.0,abosalamachart,شمعة كسر قويه ،  كسرت 20700 و 20300 و 19900 والأن عند 19600 واستجابت العملات بقوه للكسر ، ولم تتحقق شروط الإيجابية التي تحدثنا عنها كثيرا   وكان صعود العملات صعودا تصريفيا كما وضحت بمنشور الأمس، ، يعمل بابمب ب 100 مثلا ثم يبيع عليك بيع تصريفي ب 500 وهكذا  #btc #bitcoin #Crypto,ar,64
2022-11-08 11:52:04 +07,1667883124.0,ryoryotoretore,ちなみにこの辺りで3500万分くらいロングした。短期で考えてます。下がればナンピンする予定。  #btc  #Bitcoin  #fx #仮想通貨,ja,0
2022-11-08 11:51:33 +07,1667883093.0,theking_kral,@cz_binance  ftt üzerinden tüm kripto dünyasına meydan okuyup hükümdarlığını konuşturdu  #btc #bitcoin üzerinde büyük baskı oluşturuyor. Bilinçli ve planlı olarak manipülasyonlara devam!! 19.4k dan sarkarsa teknik olarak 17.6k ya sert iniş akabinde deprem.  Şuan desteğe yakınız,tr,1
2022-11-08 11:51:19 +07,1667883079.0,sellbuyland,"#Binance Update #BNB  Binance, Airdrop BNB (#BEP20) ile pGALA (#BEP20) Sahiplerine Yönelik pNetwork (#PNT) Kurtarma Planını Destekleyecek   https://t.co/7fU5KMTgl2  #btc #bitcoin #crypto  Discord sunucumuza katilin 👇  Link:  https://t.co/jPITWYRQCz  https://t.co/AESkPImFIk",tr,0
2022-11-08 11:51:04 +07,1667883064.0,altrades1,👀👀👀  $BTC #BITCOIN #CRYPTOCRASH #MUHBITTY  https://t.co/6QHzC7lDM5,und,3
2022-11-08 11:50:43 +07,1667883043.0,sineordine,#btc #bitcoin de nuevo en 19k puede ser un buen lugar para hacer un ligero #dca. Con precaución porque hay noticias desestabilizadoras en el mundo. #cripto #bnb #Binance #FTX  https://t.co/YSCZaC9HjO,es,1
2022-11-08 11:50:34 +07,1667883034.0,xrp_mrq,FTT 👀  #btc #Bitcoin #FTT @SBF_FTX  https://t.co/m3LUDeXoLM,und,0
2022-11-08 11:49:50 +07,1667882990.0,jayinsights,#BTC #Bitcoin #BTCKRW 쫄지마  https://t.co/p2LlY0RvoC,ko,4
2022-11-08 11:49:48 +07,1667882988.0,friscotrades,"$BTC #Bitcoin  Ugly candle and continues to reject around $21,500 resistance   Most likely heading to $19,000 and if bulls don’t defend $18,100 watch out things get ugly 🩸🩸🩸🐻🐻🐻  #Crypto #Ethereum #Doge #Solana  https://t.co/dJdZxu80fu",en,0
2022-11-08 11:49:48 +07,1667882988.0,kirkdborne,"New report from @pymnts and @BitPay &gt;&gt; ""Paying With #Cryptocurrency: What Consumers and Merchants Expect from #DigitalCurrencies"" — Download PDF at  https://t.co/qD0GSbCxMx ————— #Blockchain #Crypto #CryptoNews #DigitalAssets #Payments #Fintech #Banking $BTC #Bitcoin  https://t.co/2yjDlX9yXA",en,8
2022-11-08 11:48:25 +07,1667882905.0,rustincohle23,#boğa hayalleriniz suya dusmediyse 16.500 yakın #btc #bitcoin 🩸💔,tr,1
2022-11-08 11:47:20 +07,1667882840.0,fxcrypto,#BTC #Bitcoin $BTCUSD #Crypto嫩妹会所 #cryptocurrencies Not looking good at all  https://t.co/J6ZAa92Eno,en,0
2022-11-08 11:46:37 +07,1667882797.0,franscharts,🚨 Over $314 million has been liquidated from the crypto market in the last 24 hours. #btc #Bitcoin #Ethereum #ftt #ftx #BNB  https://t.co/4oTqfpsutk,en,0
2022-11-08 11:46:10 +07,1667882770.0,jayinsights,#BTC #Bitcoin #BTCUSDT  https://t.co/q8V2sUZmBa,qme,1
2022-11-08 11:45:51 +07,1667882751.0,moneyizmm,GECMİS OLSUN  LONGCULAR😁😁😁😁  VE RALLİ SEVİCİLER ♥️♥️♥️♥️♥️ 4ay arayla  10ar gun longa sevindiniz☺️☺️☺️  #btc #bitcoin #Crypto  https://t.co/fqrFjw8Wwp,tr,1
2022-11-08 11:45:12 +07,1667882712.0,jayinsights,#BTC #Bitcoin #BTCUSDT  https://t.co/mrDs4jGnwE,qme,0
2022-11-08 11:44:37 +07,1667882677.0,jenytrade,her zaman kendime güvenirim oralara inmez artık boğa geldi diyen arkadaşlar sizlere gelsin mum :)) #btc #bitcoin  https://t.co/Pk91Z6qz4F,tr,0
2022-11-08 11:43:48 +07,1667882628.0,swaggygems,I can’t swipe my notifications away fast enough 😂   Yes I know what’s going down   #BTC #Bitcoin,en,0
2022-11-08 11:41:41 +07,1667882501.0,tzoneapps,Any Dev here? Please fix this ponzi  $BTC #Bitcoin,en,2
2022-11-08 11:41:00 +07,1667882460.0,kyle_boland73,"Which one will happen first?$VET to $1 $ADA to $5 $KASTA to $10 $BTC to $100,000 $ETH to $10,000 $BNB to $1,500 $MANA to $10 $AXS to $500 $GALA to $2 $SAND to $50💥💥💥 #BTC #BITCOIN #ETH #Ethereum",en,0
2022-11-08 11:40:55 +07,1667882455.0,libertytattooi1,"You think this is bad, wait for CPI 🤡  $BTC #BTC #Bitcoin",en,0
2022-11-08 11:40:16 +07,1667882416.0,ttanalizz,#Egser 32.18---35.5..... Ytd. #btc       #Bitcoin       #altcoin #bist100 #xauusd #hisse  #EKONOMİ #para #dolar #ALTIN #yatırım,und,8
2022-11-08 11:39:26 +07,1667882366.0,bitcoinview, https://t.co/cGgkTt16Lw #BTC #bitcoin #crypto,qme,0
2022-11-08 11:39:07 +07,1667882347.0,kirkdborne,Download Free 869-page PDF of “Mastering #Blockchain” at  https://t.co/4hIiQOZmk4 ————— #DLT #DistributedLedger #Web3 #SmartContracts #NFT #DAO #DeFi #Crypto #cryptocurrency #fintech #Decentralization $ETH $BTC #Bitcoin  https://t.co/yTOB7UFEhO,en,58
2022-11-08 11:38:29 +07,1667882309.0,csr_dpr_btc,株とBTCの相関関係崩れました。 BTCから米国株に資金移してるのかな🤔 #BTC　#Bitcoin　#FX　#米国株　#DJI  https://t.co/ApDSskPODV,ja,4
2022-11-08 11:38:03 +07,1667882283.0,pittbulltrading,"$BTC #Bitcoin Was only down $250 at the time, literally fell off the cliff since!  $SPY $SPX $QQQ $XRP $BNB $SOL $FTT $DOGE $ETH $DOT $LINK",en,1
2022-11-08 11:37:31 +07,1667882251.0,xfli5,"LUNA归零记忆似乎还在昨日，接下来的FTT,SOL，BNB将何去何从? 抱紧大饼，看戏看戏！ #BTC #Bitcoin",zh,24
2022-11-08 11:36:15 +07,1667882175.0,allmumayaz,عملة $ETHW تم تحقق هدف الهبوط الأول 5.4927  وما زال للهبوط بقيه لباقي الأهداف وأي صعود هو مضاربي فقط  #ETHW #crypto #BTC  #Bitcoin #العملات_الرقميه #بيتكوين #البتكوين #بتكوين #كريبتو  https://t.co/LlHt3nceT8,ar,6
2022-11-08 11:35:49 +07,1667882149.0,jayinsights,#BTC  #Bitcoin    20k 돌파 여부와 19.5k 지지 여부를 확인하세요.  RL: 19.8k(20k) - 20.4k - 20.8k(21.3k) SL: 19.5k - 19.1k - 18.7k(18.2k),ko,1
2022-11-08 11:35:21 +07,1667882121.0,meta2140espanol,El banco británico Santander bloqueará las transferencias a intercambios de criptomonedas en 2013  #metaverso #cripto #criptomonedas #nft #ai #art  #btc #bitcoin #español  https://t.co/BlfhKZEloZ,es,5
2022-11-08 11:35:15 +07,1667882115.0,23_cuan,@bit_castle day 1 never win but still try it @Airdrop_Announc @cryptoassetsguy @airdropinspect   #bitcastle　 #crypto　 #Airdrop 　 #AirdropCrypto  #BTC  #Bitcoin  #Giveaway,en,0
2022-11-08 11:34:40 +07,1667882080.0,theeraycordell,Target hit.  $btc #bitcoin  https://t.co/eTeXI8sjcC,en,0
2022-11-08 11:34:01 +07,1667882041.0,alertingcryptos,"[ $SOL ] Solana, [ $BNB ] BNB, [ $BTC ] Bitcoin, [ $ETH ] Ethereum, [ $FTT ] FTX Token, [ $SOL ] Wrapped Solana, [ $SOL ] sol   Ethereum Price Crashes Below $1,500, Why FTT and BNB Sparked Downtrend   https://t.co/CO2JFHen1B",en,1
2022-11-08 11:33:46 +07,1667882026.0,cryptowise_fin,🎯🎯 Cryptowise $RUNE Update 🎯🎯  #RUNE Resistance/Support Update! 📈      Next support: 1.56 Resistance: 1.67 Price: 1.525  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/GIilXtC7J7,en,0
2022-11-08 11:33:08 +07,1667881988.0,cryptowise_fin,🎯🎯 Cryptowise $AVAX Update 🎯🎯  #AVAX Resistance/Support Update! 📈      Next support: 17.8 Resistance: 18.6 Price: 17.32  Discover more 👇  https://t.co/ZHho6FvIHm      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/aNAY3yL1sE,en,1
2022-11-08 11:32:29 +07,1667881949.0,cryptowise_fin,🎯🎯 Cryptowise $SOL Update 🎯🎯  #SOL Resistance/Support Update! 📈      Next support: 28.8 Resistance: 32.6 Price: 27.63  Discover more 👇  https://t.co/ZHho6FNRVu      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/LSYhzbYQMe,en,0
2022-11-08 11:32:13 +07,1667881933.0,alvin18_z,Do you think this dump is over? $doge $btc $eth #doge #dogecoin #Etherium #eth #btc #Bitcoin   No👇🏼                   Yes👇🏼,en,0
2022-11-08 11:31:57 +07,1667881917.0,gokturkaydd,"#Chess şuan alım yapmak ne kadar mantıklı bilmiyorum emir kaldırmamıştım daha doğrusu buna bakmaya fırsat kalmadı #ftt olayından, $chess alımı yapmış oldum.Bir yandan iyi oldu bakalım neler olucak. #btc #Bitcoin  https://t.co/X1i5n3Q9Ht",tr,1
2022-11-08 11:31:51 +07,1667881911.0,cryptowise_fin,🎯🎯 Cryptowise $XRP Update 🎯🎯  #XRP Resistance/Support Update! 📈      Next support: 0.44 Resistance: 0.47 Price: 0.4377  Discover more 👇  https://t.co/ZHho6FNRVu      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/9JBv1nKo8L,en,0
2022-11-08 11:31:36 +07,1667881896.0,collavinijuanma,"Ahora te muestro lo que me esperaba de #BTC #Bitcoin, como te comenté antes esperaba un tirón mas para cerrar el long e ingresar short arriba + fue todo muy rapido  https://t.co/1j1WZ3Gg46",es,2
2022-11-08 11:31:11 +07,1667881871.0,cryptowise_fin,🎯🎯 Cryptowise $ETH Update 🎯🎯  #ETH Resistance/Support Update! 📈      Next support: 1510 Resistance: 1590 Price: 1482.98  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/GgHq9QdgmZ,en,0
