created_at,timestamp,username,tweet,language,likes_count
2022-11-03 19:58:35 +07,1667480315.0,007clock,ビットコイン迷っているのか・・😃  2230でアメリカ待って、2300の色んな指標の結果見てからパソコンを閉じよう🍡  #btc #bitcoin #ビットコイン,ja,0
2022-11-03 19:57:17 +07,1667480237.0,cryptoayax,#btc #bitcoin bu pozu aldım bakalım neler olacak  https://t.co/MFDI66UY8N,tr,3
2022-11-03 19:56:25 +07,1667480185.0,oguzhantaskran,Ne güzel bir gün kırmızı kırmızı #BTC #Bitcoin,tr,4
2022-11-03 19:56:09 +07,1667480169.0,irazal_74,"Financial opportunity ahead, but don’t get too greedy. #crypto #BTC #Bitcoin #NFTs #ETH",en,1
2022-11-03 19:54:30 +07,1667480070.0,suzu20181,米国債2年が4.7%超えました 明日の雇用統計上振れ、失業率が下振れしたら相場は一気に下げそう 今夜も危なそうですけど ＃BTC ＃Bitcoin  https://t.co/OSK9ansy5q,ja,0
2022-11-03 19:54:16 +07,1667480056.0,365cryptonews,🟩 NEWS ON THE BLOCK   JUST IN: 🇨🇳 Chinese govt holds $3.9B Bitcoin despite its anti-Bitcoin policies - CryptoQuant  $BTC #BTC @bitcoin #bitcoin,en,1
2022-11-03 19:54:06 +07,1667480046.0,helijah2110,"I've just created ""Dark Mistress"" collectible!  #rarible #ethereum #nonfungible #digitalasset #nft via  #NFTCommunity  #NFTs  #nftart  #NFTCommmunity  #NFTCommmunity  #Ethereum  #ETH  #Crypto  #cryptocurrency  #BTC  #Bitcoin",en,3
2022-11-03 19:53:58 +07,1667480038.0,luckynover62,"Tell me you own crypto, without telling me you own #crypto  I'll start  #btc #bitcoin #alts #altcoin",en,0
2022-11-03 19:53:28 +07,1667480008.0,altcoinsherpa,"$BTC: Things look meh in the short term, would view $20k as the next area; it's a psychological # + 4h EMAs. If price continues to trade a bit longer in this area, I suspect the last move up was just a deviation +price is just going to keep chopping in this range. #BTC #Bitcoin  https://t.co/zMCutuFEBy",en,57
2022-11-03 19:52:34 +07,1667479954.0,tousnesol_,"$APT TF 2H‼️  Movement penurunan sekarang hampir menyentuh kembali demand zonenya(7.1024-6.6109l), dan jika muncul candle konfirmasi bull di area tersebut, maka kenaikan bisa mampir lagi ke level 7.2507-7.4460.  #Aptos #APT #BTC #Bitcoin #Binance #BNB #Blockchain #Crypto #trading  https://t.co/P9sEmnRH6P",in,3
2022-11-03 19:51:47 +07,1667479907.0,token_platforms,The current price of Bitcoin is 20078 US$.   #btc #bitcoin,en,4
2022-11-03 19:51:17 +07,1667479877.0,forexfr,🔥 Info sur #btc Bitcoin suite au FOMC 👉  https://t.co/D0G2dJChLI #bitcoin #btc #crypto via @tradingview,ht,0
2022-11-03 19:51:15 +07,1667479875.0,token_platforms,Are you optimistic for the future of Bitcoin? #btc #bitcoin,en,4
2022-11-03 19:50:52 +07,1667479852.0,btc_pd_alerts,🚀🚀🚀🚀🚀🚀 Pump Alert!📈 [3146 BTC] @ 20071 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-03 19:50:52 +07,1667479852.0,007clock,アメリカ新規失業保険申請件数の情報修正・・これは下いきそうだ残念😃  #btc #bitcoin #ビットコイン,ja,0
2022-11-03 19:50:33 +07,1667479833.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [1002 BTC] @ 20049 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-03 19:50:02 +07,1667479802.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [918 BTC] @ 20053 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
