created_at,timestamp,username,tweet,language,likes_count
2022-11-05 14:59:53 +07,1667635193.0,kriptoxmax,"#Huobi, Gala Token varlıklarının başarısız olması ve kullanıcı varlıklarında kontrol edilemeyen büyük risklere yol açması nedeniyle Gala'yı geçici olarak listeden kaldırmaya karar verdi.   #Btc #Bitcoin #Binance  https://t.co/k9zyt49yCr",tr,118
2022-11-05 14:55:39 +07,1667634939.0,allmumayaz,عملة $TEER تم تحقق هدف الهبوط الثاني 0.4062  وما زال للهبوط بقيه للهدف الثالث واي صعود هو مضاربي فقط  #TEER #crypto #BTC #Bitcoin #العملات_الرقميه #بيتكوين #البتكوين #بتكوين #كريبتو  https://t.co/iradYeT7S0,ar,13
2022-11-05 14:55:35 +07,1667634935.0,kriptoxmax,Günaydın arkadaşlar  Herkese bol kazançlı günler dilerim  Hayırlı hafta sonları dilerim  #Btc #Bitcoin,tr,133
2022-11-05 14:55:00 +07,1667634900.0,shtaiwi91, https://t.co/4ayycCFNS4 شرح مبسط لعملة ال IMX  #البيتكوين #بيتكوين  #عملات_رقمية  #BTC #Bitcoin  #Crypto  #cryptocurrency #IMXUSDT  #immutableX  #IMX,ar,16
2022-11-05 14:52:47 +07,1667634767.0,dharmdeepsinhj4,"$BTC Bulls are back in the game. Nice D close, sustain above here and it's to go to fill the upper liquidity area. $22800 will be Tapped. Need to have a close look at the 4H RSI. #BTC  #Bitcoin  #BITCOIN #btcusdt  #Crypto  https://t.co/H0luSQtANl",en,5
2022-11-05 14:52:09 +07,1667634729.0,artdog74865,Fuck it.  Sooner we get to the bottom quicker we get to the top.  100k BTC incoming. #BTC #Bitcoin,en,0
2022-11-05 14:52:02 +07,1667634722.0,token_platforms,The current price of Bitcoin is 21396 US$.   #btc #bitcoin,en,2
2022-11-05 14:52:00 +07,1667634720.0,kriptoelectra,Kısa vade Link #Chainlink   Fibonacci de hedefimiz kısa vade 12 Usdt  Teknik olarak iyi duruyor  Atak masada  #Btc #Bitcoin  https://t.co/93MGwSdet5,tr,186
2022-11-05 14:51:09 +07,1667634669.0,kian212729711,Powell said that stablecoins could co-exist with a CBDC👀 I think we might be early#btc #bitcoin #CryptocurrencyNews #crypto #NFT,en,7
2022-11-05 14:49:05 +07,1667634545.0,apedintocrypto,$BTC levels to watch /  21k ✅ 22.7k next #btc #bitcoin #crypto,en,0
2022-11-05 14:48:19 +07,1667634499.0,kriptoelectra,Günaydın arkadaşlar   Herkese mutlu hafta sonları dilerim  #Btc #Bitcoin,tr,151
2022-11-05 14:46:06 +07,1667634366.0,cryptocharts,Thoughts on $BTC #Bitcoin! See FastAndFurious1010's idea on TradingView below.  https://t.co/3YDRptxC3y,en,0
2022-11-05 14:46:06 +07,1667634366.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See Spyder360's idea on TradingView below.  https://t.co/Llr5UeW7jR,en,0
2022-11-05 14:43:49 +07,1667634229.0,guychar75723848,Anther buy from 🐋 whale #3Nothing crazy but something#btc #Bitcoin #crypto,en,0
2022-11-05 14:43:45 +07,1667634225.0,whalehunterss,Herkese güzel bir haftasonu dilerim. Hafta içinde katladığımız kasalarımızı haftasonunda keyifle ailenizle harcayınız. 😊   Sinyal bitmez. #sömüreceğiz  #binance #btc #bitcoin #doge #shib #avax #bnb #futures #signal,tr,102
2022-11-05 14:41:16 +07,1667634076.0,fxigtrades,"1/  PAYOUTS TO OUR INVESTORS FOR NOVEMBER 3RD, 2022  $25,870.20  https://t.co/GEqpoacEEt  $122,267.16  https://t.co/3ymqz3oVLZ  #BTC #Bitcoin #NFT #NFTs #ETH #Ethereum #Crypto #cryptocurrency #investing #NFTcommunity #Forex #Stocks #trading #pips #nftart #xrpsec #Metaverse",en,5
2022-11-05 14:40:25 +07,1667634025.0,kid_kencana,* big big big mistake #huobi x convert automatically $gala to $pgala = fraud 🧐  cc: @SECGov @FBI   $BTC #bitcoin #etherum $eth #doge  $LUNC #aptos #SEC #FBI #fraud #scam  https://t.co/pwWHJDuQzp,en,1
2022-11-05 14:39:52 +07,1667633992.0,bitcoinview, https://t.co/tdkg2BEjcM #BTC #bitcoin #crypto,qme,0
2022-11-05 14:39:50 +07,1667633990.0,movebackh31,Keep your #Crypto safe. Buy a Trezor. 👇👇👇#BTC #Bitcoin #ETH #Ethereum #BSC #BNB #LTC #Litecoin #Crypto #Cryptocurrency #Cryptocurrencies #DeFi #CryptoMarket #CryptoNews #Altcoins,en,0
