created_at,timestamp,username,tweet,language,likes_count
2022-11-13 03:59:48 +07,1668286788.0,conquerercrypto,we've discussed the markets; you can check it out here  https://t.co/dmegHatYV4   #crypto #altcoins #btc #bitcoin,en,13
2022-11-13 03:55:59 +07,1668286559.0,picbidervis,Döndüysek güzel sayım. #btc #bitcoin . Bu durumda TA mı olur diyenler olabilir. Marketi kendi haline bıraktıklarında TA yeniden düzgün çalışmaya başlayacak. Ve bırakmış olabilirler.  https://t.co/vMHsmrUzMr,tr,8
2022-11-13 03:55:34 +07,1668286534.0,jumplinealerts,BTCUSDT [5m]: RSI Oversold  $BTC #BTC #Bitcoin  https://t.co/IeSsWFESNC,in,0
2022-11-13 03:55:14 +07,1668286514.0,kriptoni_x,#Solana analizimizde 12.34 desteği nokta atışı çalıştı. Yükseliş için belirttiğimiz 18.27 seviyesinden de tam isabet düzeltmesini yaptı.💯💯  @DrMeteAkyol #btc #bitcoin #binance #bnb #sol #apt #avax #kripto #ethereum #crypto #cryptocurrency #Metaverse #web3 #eth #ftx #doge  https://t.co/nsnNriYQ0z,tr,0
2022-11-13 03:51:12 +07,1668286272.0,maykigti,🔥👂LISTEN TO👂THIS SOUND MY FRIEND😉🔥  👑🎵@Nas🎵👑 🚨NEW !!!🚨  🎶Thun🎶Full Video👇  https://t.co/UkVsfInHZF   🥳ENJOY MY FRIEND🥳 #MaykiGTI #Nas #artist #rap #art #NFT #NFTCommunity #music #music #Musica #音乐 #音楽 #BTC #Bitcoin #ETH #Ethereum #gamedev #rtArtBoost #Web3  https://t.co/zwzX6mSWWg,en,15
2022-11-13 03:50:35 +07,1668286235.0,jumplinealerts,BTCUSDT [5m]: 50/100 EMA Cross Down  $BTC #BTC #Bitcoin  https://t.co/kYvUJTbXgQ,en,0
2022-11-13 03:50:22 +07,1668286222.0,cryptofooll,$BTC #Bitcoin #BTC  Here we go 🙈,en,1
2022-11-13 03:49:30 +07,1668286170.0,token_platforms,The current price of Bitcoin is 16861.48 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-13 03:48:23 +07,1668286103.0,cursosifgav,No se pueden holdear cryptos forever.  Notttttt  Solo #btc y tal vez #Ethereum   Vender todo cuando llegue al precio objetivo o cambiarlo a #btc   #btc #Bitcoin #blockchain,es,1
2022-11-13 03:48:08 +07,1668286088.0,ffontes9317,"At this point, I don’t think you can call a 50% retrace a healthy correction. $BTC #Bitcoin",en,0
2022-11-13 03:46:43 +07,1668286003.0,callum_thomas,2. Tradmarkets largely shrugging off the crypto crisis  $BTC #bitcoin $SPX $SPY  https://t.co/z0nGuIowIl,en,44
2022-11-13 03:46:06 +07,1668285966.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See vf_investment's idea on TradingView below.  https://t.co/RUELAxtRB8,en,0
2022-11-13 03:45:54 +07,1668285954.0,damilareye71,We have last 2 support level. If we miss we are gonna lay down to 7k.. Or else we might see bull run.. #BTC #bitcoin #cryptocurrencies #CryptoNews #cryptocurrency,en,0
2022-11-13 03:45:52 +07,1668285952.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [888 BTC] @ 16800 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-13 03:45:35 +07,1668285935.0,jumplinealerts,BTCUSDT [15m]: Cross Below VWAP  $BTC #BTC #Bitcoin  https://t.co/ZK1c6YWszY,ht,0
2022-11-13 03:45:35 +07,1668285935.0,jumplinealerts,BTCUSDT [15m]: Lower Bollinger Band Break  $BTC #BTC #Bitcoin  https://t.co/YDfJ4PZ79e,en,0
2022-11-13 03:45:04 +07,1668285904.0,cryptoai_app,🔻SWING down trend for BTCUSDT on 15 minute timeframe    $btc #Bitcoin $16820.6,en,0
2022-11-13 03:44:01 +07,1668285841.0,alertingcryptos,"[ $BTC ] Bitcoin   Peter Schiff On Why Bitcoin Will Never Hit $69,000 Again   https://t.co/bO4TxNZsz1",en,0
2022-11-13 03:41:50 +07,1668285710.0,crypto_ksa2030,#btc #BTC #Bitcoin #البتكوين #عملات_رقمية #عملات_رقمية #العملات_الرقميه  TWT توصيه قبل ساعتين ولله الحمد ١٠٪ ❤️❤️❤️❤️  https://t.co/3sJivW0Iqt,ar,1
2022-11-13 03:41:44 +07,1668285704.0,allmumayaz,من آراء مشتركين القناة الخاصة (13) 🙏🏼🌷 كل الشكر على هذي الثقه 🌷  #crypto #BTC #Bitcoin #بيتكوين #البتكوين #بتكوين #FUTURES  https://t.co/x7MTXaA83t,ar,8
2022-11-13 03:37:49 +07,1668285469.0,darks1demoon,Bears on patrol #aigenerated #aigeneratedart #AIart #AIART大喜利 #btc   #BTC #BITCOIN #Bitcoin  https://t.co/v0d8zEjYrj,en,0
2022-11-13 03:36:58 +07,1668285418.0,surfwebthree,"Free to mint now! 10,000 NFT Collection! @bankruptpepeyc   #NFT #FTX #CRYPTO #CRYPTOCURRENCY #ETH #ETHERUM #BTC #BITCOIN  @bankruptpepeyc  https://t.co/bAXanDt59I",en,3
2022-11-13 03:35:35 +07,1668285335.0,jumplinealerts,BTCUSDT [5m]: Lower Bollinger Band Break  $BTC #BTC #Bitcoin  https://t.co/vfJLEaYaf3,en,0
2022-11-13 03:35:35 +07,1668285335.0,jumplinealerts,BTCUSDT [5m]: 20/100 EMA Cross Down  $BTC #BTC #Bitcoin  https://t.co/bA17ABgJnw,en,0
2022-11-13 03:35:35 +07,1668285335.0,jumplinealerts,BTCUSDT [5m]: Cross Below VWAP  $BTC #BTC #Bitcoin  https://t.co/nEQBbqRqUD,ht,0
2022-11-13 03:34:50 +07,1668285290.0,crypto_talkies,ETH could head in this direction unless the bulls decide to walk this road #BTC #Bitcoin #CryptoNews #cryptomarket #cryptocurrency @crypto_talkies  https://t.co/ofD0T1kV0V,en,1
2022-11-13 03:34:27 +07,1668285267.0,token_platforms,The current price of Bitcoin is 16872.07 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-13 03:34:01 +07,1668285241.0,cryptowise_fin,🎯🎯 Cryptowise $RUNE Update 🎯🎯  #RUNE Resistance/Support Update! 📈      Next support: 1.11 Resistance: 1.2 Price: 1.12  Discover more 👇  https://t.co/ZHho6FvIHm      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/E4ry32NTc2,en,1
2022-11-13 03:33:55 +07,1668285235.0,analizdestek1,Arbitraj Nedir?  Finans gündemindeki en güncel konulardan biri de arbitrajdır. Bu konu genellikle finansal piyasalardaki fiyat farklılıklarını ve dengesizlikleri tersine çevirmek isteyen yatırımcılar tarafından kullanılmaktadır.   #BTC #Bitcoin #BTCUSDT #BTCIM #BitcoinCash,tr,17
2022-11-13 03:33:19 +07,1668285199.0,cryptowise_fin,🎯🎯 Cryptowise $AVAX Update 🎯🎯  #AVAX Resistance/Support Update! 📈      Next support: 13.1 Resistance: 14.9 Price: 13.33  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/IlfyeWTBuc,en,2
2022-11-13 03:33:09 +07,1668285189.0,c52867822,#BTC $BTC #BITCOIN to 8-12k will be the new bottom  (most likely 8k)  https://t.co/oVJVt9BxLZ,en,0
2022-11-13 03:32:34 +07,1668285154.0,cryptowise_fin,🎯🎯 Cryptowise $SOL Update 🎯🎯  #SOL Resistance/Support Update! 📈      Next support: 15.1 Resistance: 17.5 Price: 15.02  Discover more 👇  https://t.co/ZHho6FNRVu      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/WXGpfXzDi8,en,1
2022-11-13 03:31:55 +07,1668285115.0,cryptowise_fin,🎯🎯 Cryptowise $XRP Update 🎯🎯  #XRP Resistance/Support Update! 📈      Next support: 0.36 Resistance: 0.39 Price: 0.3646  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/0qVMltIi95,en,2
2022-11-13 03:31:26 +07,1668285086.0,lebronj19571083,$BTC. Bitcoin dominance is looking ready for a nice drop. Time for alts to start pumping. 🚀  https://t.co/VM0N8POW4w   $BTC $ETH $SOL $BNB $XRP $DOGE $FTT $MATIC $LTC $TRX $SOL $SOLANA #SOLAN  $HNF  $BNB $SOL $MATIC $DOGE $PROS $PHA $LUNC  https://t.co/jBOb77HWY6,en,2
2022-11-13 03:31:13 +07,1668285073.0,cryptowise_fin,🎯🎯 Cryptowise $ETH Update 🎯🎯  #ETH Resistance/Support Update! 📈      Next support: 1240 Resistance: 1290 Price: 1268.03  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/PByZyPLsyz,en,1
2022-11-13 03:31:06 +07,1668285066.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See cam1lo's idea on TradingView below.  https://t.co/WrnsoWjxhs,en,0
2022-11-13 03:30:34 +07,1668285034.0,jumplinealerts,BTCUSDT [5m]: MACD Cross Down  $BTC #BTC #Bitcoin  https://t.co/bkvvwuxFRh,en,0
