created_at,timestamp,username,tweet,language,likes_count
2022-11-07 06:59:52 +07,1667779192.0,lfcj23465,I got a really difficult one for you guys. Name a bigger disappointment than $ADA.#ada #crypto #btc #bitcoin,en,0
2022-11-07 06:59:41 +07,1667779181.0,ekousdt,#btc #Bitcoin #signals #futures #Crypto  #BTCDOMINANCE SIGNALS  https://t.co/UHa39o3bFx,en,3
2022-11-07 06:58:25 +07,1667779105.0,theslowtrade,$HUT #Pennystocks $BTC #Bitcoin #BTC   $HUT  👇🏻👇🏻👇🏻  https://t.co/A3rdDiMmZC,en,3
2022-11-07 06:57:17 +07,1667779037.0,ekousdt,Genel Futures Sinyalleri 💸 #btc #Bitcoin #Binance #ETH  https://t.co/09JEecLt39,tr,2
2022-11-07 06:54:32 +07,1667778872.0,jerrryv31,😑You must really hate this 🐻bear #BTC #Bitcoin #cryptocurrency #Falconswaps #bnb #Binance,en,13
2022-11-07 06:52:51 +07,1667778771.0,rebe49014472,"#Cardano Will Raise Bar, Community Predicts Entrant of Tech Giants Into #Crypto #cryptocurrencies #BTC #Bitcoin  https://t.co/ddpjPSBpCf",en,2
2022-11-07 06:51:07 +07,1667778667.0,ekousdt,GENEL FUTURES SIGNALS #BTC #Bitcoin #ETH #BNB  https://t.co/ofmFmsEcIO,ca,1
2022-11-07 06:50:58 +07,1667778658.0,numbzeh59,TopGain 11% BUSD reflection every transaction. Lfg guys!!! Thank me later #TopGain $TopG#BSC #BSCgem #bnb #Binance #BTC #Bitcoin #cryptocurrency #compoundcrypto #passiveincome #compoundinterest,en,0
2022-11-07 06:50:40 +07,1667778640.0,samjocelyn8,Introducing #HerNFT artists and their #NFTs! 🌷✨Jess Greenwalt () Kumneger () Kaylee Hawley () *** #NFT #NFTCommunity #NFTart #WomenEmpowerment #WomensDay #InternationalWomensDay #Women #WomenInNFTs #CryptoArt #STX #BTC #Bitcoin,en,3
2022-11-07 06:50:21 +07,1667778621.0,jasthecryptoman,Ae cẩn trọng đừng short đuổi k lại ăn kill short :)) #BTC #Bitcoin,vi,6
2022-11-07 06:50:16 +07,1667778616.0,mahditribe,$41000 all day 😱🔥🚀 $btc #Bitcoin,en,0
2022-11-07 06:50:10 +07,1667778610.0,kimpa_7,Black line should hold if we are still bullish. 3D close yest was clean af. No reason to panic on this dump. Most important part is to hodl this level on 3D. $BTC #Bitcoin  https://t.co/MJntyzn5kJ,en,0
2022-11-07 06:49:43 +07,1667778583.0,papatacojr83,Thewill use crypto to curve inflation and pay back us owed debt.#inflation #altcoins #btc #bitcoin #Crypto #cryptocurrecy #dogecoin #Tesla #ALTSEASON #BitcoinCrash #BTCUSDT,en,0
2022-11-07 06:49:25 +07,1667778565.0,ivan63368454,I feel ya!! Had the Same for 1999 dotcom bust and 2008 bailouts/crash .. A 3rd time cannot happen .. best prepare #BTC #BITCOIN,en,0
2022-11-07 06:49:23 +07,1667778563.0,whiteeth6,Dips are for buying. #btc #bitcoin,en,0
2022-11-07 06:48:49 +07,1667778529.0,hogopogooo28,I have -10000000 $XDC #XDC #Scam #rugpull #memecoin #NFT #BTC #Bitcoin,en,4
2022-11-07 06:48:48 +07,1667778528.0,gundo78m13,"$BTC analysis has been playing out to a T.$43k is a key level to watch to see if we can break out of consolidation to the upside.However, I still do believe price has room to go down with all the  https://t.co/82oUMb198x in bio #BTC #Bitcoin #BitcoinCash #analysis #Technicals",en,0
2022-11-07 06:48:46 +07,1667778526.0,domingodrmn75,El Salvador's government is looking to provide Bitcoin-backed loans to small mid-sized businesses. #USDT #cryptocurrency #BTC #Bitcoin #DeFi #Coinbase #ElSalvador,en,0
2022-11-07 06:47:58 +07,1667778478.0,yohanncla7413,#FEGis future of #DeFi 🚀🦍💎 $FEG$ROX#SmartLend #StakeOnFEGex #BringingDeFiTogether #FEGTOKEN#Gorilla #BNB #BSC #ETH #Ethereum #BTC #Bitcoin #IAMFEG🦍🔥💫,en,0
2022-11-07 06:47:58 +07,1667778478.0,365investor,The livestream is back! 😊 #btc #bitcoin #eth #Etherium,en,3
2022-11-07 06:47:31 +07,1667778451.0,pythagoras8888,Second confirmed #long entry 1569.69 (first entry was hit at break even)   How’s that for #precision ?   #advanced #BTC      #Bitcoin     #best #trading #accuracy #trade #Ethereum #ETH #crypto #profits  https://t.co/Y0eS4zr74V,en,1
2022-11-07 06:47:05 +07,1667778425.0,zchrissx83,ltex projects soon 🔥 #LTEX #BTC #Bitcoin #Binance #BNB,en,0
2022-11-07 06:46:27 +07,1667778387.0,indexx2361,"Another brazen robbery by #Binance, this time with the Canadian dollar #BTC #Bitcoin #ETH #Ethereum #BNB",en,0
2022-11-07 06:46:12 +07,1667778372.0,cryptocharts,Thoughts on $BTC #Bitcoin! See HorseyTim's idea on TradingView below.  https://t.co/x47OL1UOsk,en,1
2022-11-07 06:46:06 +07,1667778366.0,apembulet62,#Bitcoin is so so #undervalued #BTC #Bitcoin,en,0
2022-11-07 06:45:36 +07,1667778336.0,fdcbitch76,$btc #Bitcoin Every 6 months same cycle same prices. 22 January 2021 - 22 June 2021 22 January 2022 - 22 June 2022?Look at the magnificence of this collective consciousness. How all crypto investors / traders bought and sold at the same  https://t.co/w6JUmLOHc1 😳🤣,en,0
2022-11-07 06:45:16 +07,1667778316.0,psp_trader,Amanda research bussiness model is next Celcius confirmed ? #btc #bitcoin  https://t.co/98izrDbXG8,en,5
2022-11-07 06:45:14 +07,1667778314.0,austinogiza96,36.1k is fresh now #btc #Bitcoin,en,0
2022-11-07 06:45:02 +07,1667778302.0,kriptoadamyt,#Btc reis birazcak sinirlendi! 20.068 seviyeleri için göz kırpıyor. Genel olarak Pazar günleri bu tip uzun kırmızı mum atması Pazartesi piyasaların biraz kötü açacağının habercisi oluyor! Bekliyoruz!!!!  #Binance #btc #Bitcoin #kriptopara  https://t.co/N8jyhRdRm4,tr,23
2022-11-07 06:44:54 +07,1667778294.0,fix3d4lif3,*💲* My Sunday Night #VIBE *💲* #read #goodbooks #trading #investing #intraday #business #technicalanalysis #studyhard Train Your Brain🎯💯 #cro #cronos #crofam #fftb #btc #bitcoin #ethereum ⁦@cryptocom⁩ ⁦@binance⁩ ⁦@johnfcarter⁩  https://t.co/jnMUeB6KcK,en,1
2022-11-07 06:44:51 +07,1667778291.0,qu_artzw93,Here We go again 🚀 #btc #Bitcoin,en,0
2022-11-07 06:44:40 +07,1667778280.0,crypto_mercados,El CEO de #FTX dice que están atendiendo toda la operativa de retiros sin problema. La pregunta es: Si esto sigue así ¿cuánto tiempo van a aguantar? Dicen que tienen otros 10.000 millones. Que los enseñen y se acaban las especulaciones #ftt #Alameda_Research #btc #bitcoin #ETH  https://t.co/U5y7pDjsVy,es,1
2022-11-07 06:44:12 +07,1667778252.0,hunnislump89,These works belong to me. It just came out. You can buy it if you want. There are about 500 pieces. I will release it in the coming days #NFTs #nft #BNB #BTC #Bitcoin,en,5
2022-11-07 06:44:08 +07,1667778248.0,bruce00175091,It doesn't feel good but SuperTrend (3atr) still holding $BTC #BTC #BITCOIN,en,0
2022-11-07 06:44:07 +07,1667778247.0,mashiur99,#BTC #Bitcoin dump!!!,en,1
2022-11-07 06:44:02 +07,1667778242.0,arabsosa157,"It’s crazy how schizophrenic the $btc #bitcoin community is right now, 1/2 are saying big drop other 1/2 is say big bull rally incoming. Wtf people it literally does not matteris a black and white situation. Just #Crypto And take advices from they are superb jj",en,0
2022-11-07 06:43:53 +07,1667778233.0,usd5o39,Brilliant🔥: Could also change your life. I only bought BNXA OTC: BNXAF stock. Big wins awaits. Thank me later for that hint🔥#btc #bitcoin #defi #nft,en,3
2022-11-07 06:43:43 +07,1667778223.0,emmanuel02x81,"People come here for constructive and helpful content. This venue will not be cluttered with trolling, spam, baseless moonboy/perma-bear dribble or mindless statements not backed up with some kind of proof or technical/fundamental analysis. #BTC #Bitcoin #cryptocurrency",en,0
2022-11-07 06:43:42 +07,1667778222.0,br1ack4,20k - 3K I can cope with. I cannot cope 69k -&amp;gt; 3K especially I bought a whole coin during that time. That is an extreme loss of dollar value along the way. I would not make another investment like that again. 300 dollars isn’t off the table either then #btc #Bitcoin,en,2
2022-11-07 06:43:39 +07,1667778219.0,shafaatullah77,$100 GIVEAWAY to one person into 72H   Help me and others from scammers and have a chance to win $100  Rule: Follow Like retweet this tweet + 📌   ( My 📌 tweet is to help about scamers)  #btc    #bitcoin    #bnb    #lunc #FFT #binance,en,5
2022-11-07 06:42:51 +07,1667778171.0,buckdoteth88,Thank you for your kindness to people. pray the best for you always happy and healthy ❤️ Tag friend : #KLV #ETH #BTC #Bitcoin,en,0
2022-11-07 06:42:38 +07,1667778158.0,akslair75,It's practically a gift. Take advantage. #AxieInfinity #NFT #NFTGame #BTC #Bitcoin,en,3
2022-11-07 06:42:03 +07,1667778123.0,antiono02946290,"When marketing done well, you can get meme coins or shit coins in the top 10. We need propper marketing in #ETC #EthereumClassic 💪Follow 👉#ETC #EthereumClassic #ETCArmy #ETH #Ethereum #BTC #Bitcoin #vechain #Holochain #Tron #Polkadot #Algorand",en,1
