created_at,timestamp,username,tweet,language,likes_count
2022-11-04 20:59:55 +07,1667570395.0,dajenwinner74,LIVE-CANLI YAYIN Bitcoin cryptocurrencies and all markets are here$SHIB #SHIB . $BTC #Bitcoin $ETH $BNB $SOL $ADA $XRP $DOT $DOGE $AVAX $LUNA $MATIC $MANA $AXS $SAND $BLOK $ENJ $ATOM#Metaverse,en,1
2022-11-04 20:59:48 +07,1667570388.0,cryptolusionist,It just won’t stop 🤯🤑📈🚀  $LRC #LRC #LOOPRING #cryptocurrency #CRYPTO #BTC #Bitcoin  https://t.co/61HscU8ybV,en,1
2022-11-04 20:59:26 +07,1667570366.0,styverbig36,$btc #bitcoin #BTCRolling over imo,en,0
2022-11-04 20:58:26 +07,1667570306.0,cryptosadboy49,How many computer coins you think Saylor bought?#BTC #Bitcoin #cryptocrash #crypto #cryptocurrency,en,0
2022-11-04 20:58:16 +07,1667570296.0,bitblockboom,Appearing at BitBlockBoom 2023 @TheGuySwann @PrestonPysh @Lopp @AdamCurry    https://t.co/2F9F5w6k9W  #btc #bitcoin  https://t.co/Am9rjb8wpM,en,14
2022-11-04 20:58:12 +07,1667570292.0,jonasnrdstrm,📈 ETHUSD SELL signal now (partial) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 4/11/2022@13:58:12,en,0
2022-11-04 20:58:03 +07,1667570283.0,supafray89,"“Bukele will brazen all of this out as long as he can, periodically throwing new plans on the table as a distraction. If he can maintain power, then the Bitcoin users will discover that he’s taken their money”  #btc #bitcoin #crypto #blockchain #cryptocurrency",en,0
2022-11-04 20:57:55 +07,1667570275.0,cryptovibzz,BIG WEEK AHEAD FOR CRYPTO! – BTC PRICE PREDICTION – SHOULD I BUY BTC – BITCOIN ANALYSIS!  https://t.co/Y3XZNFHASV,en,0
2022-11-04 20:57:46 +07,1667570266.0,spcryptoanalyst,Nice push on $SOL $BTC under resistance. Took 50% profit here &amp; SL in profit. Next TP between $37-$38.  #btc #bitcoin #sol #nft #crypto #eth #Ethereum  https://t.co/EpJ6StauaE,en,3
2022-11-04 20:57:33 +07,1667570253.0,partyrockinn29,16th February 2021Spain Central Bank (on the right) #Madrid#BTC #Bitcoin,en,0
2022-11-04 20:56:52 +07,1667570212.0,ycnft120,I went public. My first video ever online 👌😄  #ETC #EthereumClassic #ETCArmy #ETH #Ethereum #BTC #Bitcoin #vechain #Holochain #Tron #Polkadot #Algorand,en,1
2022-11-04 20:56:25 +07,1667570185.0,bitcoin_regular,"""Guru Nanak Jayanti Maha Smart Offer"" Earn 20000 rs from refer and earn income and get 42"" Smart LED absolutely free Offer period : 4th November to 13th November 🏃🏻 Retweet this post &amp; Keep connecting with BTRL exchange💐 #Btrl #Btc #Bitcoin #Ethereum #Btrlexchange #CoinMarketCap  https://t.co/jSQIO6pWXv",en,16
2022-11-04 20:55:55 +07,1667570155.0,cryptojoshza,"DAILY UPDATE: Hi!, my name is Josh and im a 19 year old crypto charts enthusiast. I post daily updates on a discord channel and thought I would try out doing the same here! Each day I will be posting 8 charts! Enjoy! Follow for more!  $BTC #Bitcoin #BTC #Crytpo $SOL $ETH $MATIC  https://t.co/xg4uGUuTkL",en,12
2022-11-04 20:55:41 +07,1667570141.0,decentralise_,"$BTC #BTC #Bitcoin H1  I think the majority, if not entirety, of this move gets retraced.  https://t.co/xGsgXb6wcA",en,0
2022-11-04 20:55:27 +07,1667570127.0,logarcrypto,"$Atom | 4S   Bundan önceki 0.618 hareketinden %10 düşüş yakalamıştık ve bir sonraki bölgeye temas halinde şuan, 15 dolar maliyetle son iğnenin üstünde stop olucak şekilde short aksiyon aldım.  Grafikte değerler mevcut takip edebilirsiniz🤝  #btc #Bitcoin #Atom #ETH #Doge  https://t.co/bciTaeVzx1",tr,198
2022-11-04 20:55:10 +07,1667570110.0,side_snoops74,"It’s crazy how schizophrenic the $btc #bitcoin community is right now, 1/2 are saying big drop other 1/2 is say big bull rally incoming. Wtf people it literally does not matteris a black and white situation. Just #BTC And take advices from they are superb d",en,0
2022-11-04 20:55:04 +07,1667570104.0,jonasnrdstrm,📈 ETHUSD SELL signal now (partial) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 4/11/2022@13:55:4,en,0
2022-11-04 20:54:52 +07,1667570092.0,tousnesol_,"$RVN TF 2H‼️  Laju pergerakan harga saat ini masih cenderung bullish, dan uptrend di timeframe kecilnya. Jika nanti closing masih menunjukan bull, maka target kenaikan berada di level 0.03182-0.03323.  #RVN #BTC #Bitcoin #binance #BNB #Blockchain #Crypto #cryptocurrency #NFP  https://t.co/mejzAtTbGa",in,4
