created_at,timestamp,username,tweet,language,likes_count
2022-11-03 20:59:58 +07,1667483998.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [1165 BTC] @ 20090 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-03 20:59:57 +07,1667483997.0,dirter63013,"Greetings, Due to the serious situation in the country, poorly paid jobs, I have decided to emigrate with my wife. Your SUPPORT, no matter how small, is of great help. from #Venezuela 🇻🇪to #Portugal🇵🇹 #btc#bitcoin bc1q4syta0tcvaruhd9ecskh04qpre0cx5kps0v37x",en,0
2022-11-03 20:59:40 +07,1667483980.0,reelscrypto7,#bullish #mask #btc #Bitcoin  https://t.co/sj6MRUHMNf,qme,0
2022-11-03 20:59:22 +07,1667483962.0,tuaner569,$BTC #Bitcoin Highlighted zone I am watching has about 4 months of price action support.,en,0
2022-11-03 20:59:00 +07,1667483940.0,zakyk91313,"Satoshi Nakamoto deserves a Nobel prize in Economics, Math, Geopolitics and Peace. Only… #BTC #Bitcoin",en,0
2022-11-03 20:58:50 +07,1667483930.0,aevojaeger,Deflation is humanity's scorecard.  #deflation #inflation #BTC #Bitcoin   @JeffBooth,en,1
2022-11-03 20:58:18 +07,1667483898.0,joeinska,Returns in the last day for #BTC #Bitcoin Price now: $20116 1 hour -0.02% 3 hours -0.74% 6 hours -0.93% 12 hours -0.93% 24 hours -1.39%  2022-11-03 15:58,en,0
2022-11-03 20:58:12 +07,1667483892.0,korpe_eren,$BTC #Bitcoin BTC’DE (1S) ÜÇGEN FORMASYONU VAR ANCAK DXY’NİN DEĞERİNİN ARTMASINI BEKLİYORUM BU DA TABİİ Kİ OLUMSUZ YANSIR  https://t.co/wS4t8QmGFg,tr,0
2022-11-03 20:58:01 +07,1667483881.0,girls_bitcoin,Once you get it? It's hard not to want Bitcoin to succeed.  #BTC #Bitcoin,en,34
2022-11-03 20:58:00 +07,1667483880.0,007clock,新規失業保険申請件数は【雇用統計の先行指標】って話なのか・・明日も気が抜けない😃  #btc #bitcoin #ビットコイン,ja,0
2022-11-03 20:57:38 +07,1667483858.0,joeinska,Crypto prices 2022-11-03 15:57: #BTC #Bitcoin $20125 $ETH $1527 $SOL $31,en,0
2022-11-03 20:57:02 +07,1667483822.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [1076 BTC] @ 20099 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-03 20:56:52 +07,1667483812.0,itspapi_121,There are more than 50% of shortson #Binance futures. The rocket is almost ready to fly.Follow he knows his stuff when it come to #Crypto #Trading#BTC #Bitcoin #cryptocurrency #NFTs b,en,0
2022-11-03 20:56:08 +07,1667483768.0,investingjoep,you didn't short the bottom did you? $BTC #Bitcoin  https://t.co/A4eplXOG53,en,0
2022-11-03 20:55:52 +07,1667483752.0,tousnesol_,"$MFT TF 2H‼️  Tampaknya usaha buyer kali ini untuk menjebol area supplynya(0.005308-0.005653) gagal lagi, dan indikasi penurunan terdekat berada di level 0.005150-0.004818.  #BTC #Bitcoin #Binance #BNB #Blockchain #Crypto #cryptocurrency #trading #Trader #invest #NFTs  https://t.co/HvgcpWqSGs",in,2
2022-11-03 20:54:59 +07,1667483699.0,jonasnrdstrm,📈 ETHUSD BUY signal now (severity: 2) #eth #crypto #DCA #TradingSignals #BTC #Bitcoin 3/11/2022@13:54:59,en,0
2022-11-03 20:54:41 +07,1667483681.0,0xcorina38,#BTC #Bitcoin #NFT #NFTs #ETH #Ethereum #Crypto #cryptocurrency #investing #NFTcommunity #Forex #Stocks #trading #pips #gold,qht,4
2022-11-03 20:54:02 +07,1667483642.0,alertingcryptos,"[ $DOGE ] Dogecoin, [ $AR ] Arweave, [ $MATIC ] Polygon, [ $BTC ] Bitcoin   Time To Buy SushiSwap (SUSHI)? Here Are The Levels To Watch   https://t.co/IXe6Oj4eY4",en,0
2022-11-03 20:53:47 +07,1667483627.0,adityaroypspk,"$BNB Midterm Trade  •Possible Short Opportunity •Take DCA Entries •Double top in Hourly TF's •Possible to fill H12,1D FVG  •1:3 RRR  #Binance #BNB #Crypto #cryptocurrency #BTC $BTC #Bitcoin #Ethereum #ETH $ETH $XRP $ADA $SOL #DOGE  https://t.co/47PufOQgjp",en,52
2022-11-03 20:53:28 +07,1667483608.0,btcrda,🌟 JUST IN: 🇮🇳 #Binance    CEO says India's high tax on #crypto is probably going to kill the industry. #Nft #Eth #Btc #Bitcoin #Crypto  https://t.co/LXS4TPM9og,en,4
