created_at,timestamp,username,tweet,language,likes_count
2022-11-08 05:59:08 +07,1667861948.0,yourcryptolife,1 BTC equals 20721.1191 USD. #btc #bitcoin,en,0
2022-11-08 05:58:05 +07,1667861885.0,kitcocrypto,All eyes are on elections in the U.S. as the crypto market trades sideways  https://t.co/YG4mhwQxk7 #Bitcoin #BTC #Bitcoin,en,0
2022-11-08 05:58:01 +07,1667861881.0,clarencebacon11,Tweetlere etkileşim veren dostlar arasından bi İban etkinliği yapalım ☺️🤝#btc #Bitcoin #ETH #Binance #BNB,tr,0
2022-11-08 05:57:26 +07,1667861846.0,btcnitrobetting,"🏈 Don't miss the #MNF action! 🔥  #RavensFlock -1½ vs #Saints +110 Ov/Un 46½  Who you got?  Exclusive, original #BTC promotions &amp; contests all year ▶️  https://t.co/ZVCd3EV5Hq  #BALvsNO #NFL #BTC #Bitcoin  https://t.co/QpjSaocgfO",en,0
2022-11-08 05:57:10 +07,1667861830.0,ninjaglock1,So with the full moon tonight/tomorrow will $btc #Bitcoin and the crypto market dump or will we see more pump into the week? #markets #fullmoon #lunareclipse2022 #cryptomarket #cryptotwitter #Shib #DOGE #link #ftt #FTXToken #ftx,en,0
2022-11-08 05:55:19 +07,1667861719.0,crypto_mercados,"Pues esto pinta regular.. La gente apalancada hasta las orejas abriendo posiciones cortas contra #FTT. Todo tiene un límite, veremos cuál es el de #FTX. (1/2) Sigo.. 👇#btc #Bitcoin #Crypto #ETH #Ethereum #Alameda_Research  https://t.co/mMbH0mpquO",es,5
2022-11-08 05:54:01 +07,1667861641.0,alertingcryptos,"[ $BTC ] Bitcoin   Bitcoin mining stock report: Monday, November 7   https://t.co/HRsaP0tCL0",en,0
2022-11-08 05:53:59 +07,1667861639.0,faisal3ez,ماشي الفراكتل صح للحين ..   #البيتكوين  #بيتكوين  #BTC  #Bitcoin  https://t.co/q4d7DmWyMm,ar,1
2022-11-08 05:49:39 +07,1667861379.0,mrhalfinfinite,Execution of the plan ongoing. keep in mind 11 or 12k could be touch. #btc #Bitcoin,en,0
2022-11-08 05:48:37 +07,1667861317.0,buceyigit13,"It’s crazy how schizophrenic the $btc #bitcoin community is right now, 1/2 are saying big drop other 1/2 is say big bull rally incoming. Wtf people it literally does not matteris a black and white situation. Just #Crypto And take advices from they are superb s",en,0
2022-11-08 05:48:13 +07,1667861293.0,mpw13644,TOP 10 GAINERS OF THE DAY - 24H [MC &amp;gt; =1 BIL] $BTTOLD +1.9% $CDAI +0.4% $CUSDC +0.3% $BTT +0.1% $CEL +0.1% $TRX +2.0% $HT +2.1% $GT +2.6% $KLAY +3.2% $LUNA +3.4% #Crypto #cryptocurrency #BTC #Bitcoin #ETH,en,2
2022-11-08 05:47:47 +07,1667861267.0,jeeven777181,"#Btc #bitcoin 4 Hourly chart zoomed out, the right shoulder is still forming nicely on the Inv HSwith a target to 61k and zoomed in currently a potential retest of support after breakout of a pennant with a target that completes the shoulder. We shall see.",en,1
2022-11-08 05:46:40 +07,1667861200.0,saifgoa71,"It’s crazy how schizophrenic the $btc #bitcoin community is right now, 1/2 are saying big drop other 1/2 is say big bull rally incoming. Wtf people it literally does not matteris a black and white situation. Just #Crypto And take advices from they are superb h",en,0
2022-11-08 05:46:07 +07,1667861167.0,cryptocharts,Thoughts on $BTC #Bitcoin! See Waqar212's idea on TradingView below.  https://t.co/yOjf7pTQ1I,en,0
2022-11-08 05:46:07 +07,1667861167.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See DawgTheBitcoinHunter's idea on TradingView below.  https://t.co/QtTGyjBuOq,en,0
2022-11-08 05:42:33 +07,1667860953.0,meta2140espanol,Se predice que RUNI de Splinterland llevará el juego Play to Earn a nuevas alturas  #metaverso #cripto #criptomonedas #nft #ai #art  #btc #bitcoin #español  https://t.co/8t6k2Fxw2H,es,2
