created_at,timestamp,username,tweet,language,likes_count
2022-10-25 07:55:27 +07,1666659327.0,doctorform,I dont normally NFT but......  https://t.co/dzcColdtDB $DGB #DGB #Digibyte #BTC #Bitcoin  https://t.co/F6AhGXElm9,de,0
2022-10-25 07:54:47 +07,1666659287.0,realhonestradio,This is a pretty bold statement the WEF just said on their Twitter page. They aren't even trying to hide their agenda. Smh. #CBDCs #cbdc #WEF #btc #Bitcoin $ICX,en,1
2022-10-25 07:53:05 +07,1666659185.0,datapoolapp,Btc Twitter Sentiment Analysis   Last 7 Days #btc #bitcoin #cryptocurrency More Detail 👉 https://t.co/iiYqSFSXOh  https://t.co/5nWKVyvUQj,en,1
2022-10-25 07:51:15 +07,1666659075.0,forexfr,🔥 Info sur #btc BITCOIN en pullback 👉  https://t.co/IYW2GMqc2u #bitcoin #btc #crypto via @tradingview,en,0
2022-10-25 07:49:23 +07,1666658963.0,mtgoxbalancebot,Total current balance on all known addresses* of the MtGox Trustee: 135890.97921463 BTC.   0 BTC have been moved from these addresses since 2018/05/10.   $BTC #bitcoin #mtgox mt.gox mt gox  2022-10-25T00:49:23.305Z,en,0
2022-10-25 07:47:54 +07,1666658874.0,sharkytank,@Trainwreckstv would really ❤️ some btc bitcoin:12wzn76ycSBzLCScYDcMFskZbRzFtUNned I’m broke af rn,und,0
2022-10-25 07:47:16 +07,1666658836.0,rtcrypto4,"$DXY DXY Dollar index:  Weekly Broke down,  DTF Broke down and perfect retest so far, 🙌  $BTC #BTC #Bitcoin  $Eth #Eth #Etherum  $DXY #DXY  https://t.co/DmNxwfoe94",en,1
2022-10-25 07:46:07 +07,1666658767.0,cryptocharts,Thoughts on $BTC #Bitcoin! See bitcoin_cave's idea on TradingView below.  https://t.co/J8RnoWD9GT,en,0
2022-10-25 07:46:07 +07,1666658767.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See steve44616's idea on TradingView below.  https://t.co/9MN04arTTl,en,0
2022-10-25 07:42:10 +07,1666658530.0,cryptowise_fin,🐦 Bitcoin Text Network 🐦      Interaction between top words in #Bitcoin tweets!  N tweets analyzed: 8000  Dates: 2022-10-18 12:40:07 - 2022-10-24 23:52:55  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #BTC #bitcoin #altcoin #alts #AI  https://t.co/qiQNs33ECu,en,0
2022-10-25 07:41:34 +07,1666658494.0,cryptowise_fin,🐦 Bitcoin Text Analysis 🐦  Most mentioned words in tweets  Topic: #Bitcoin N tweets analyzed: 8000  Dates: 2022-10-18 12:40:07 - 2022-10-24 23:52:55  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #BTC #bitcoin #altcoin #alts #AI  https://t.co/TrgmPfflpr,en,0
2022-10-25 07:41:27 +07,1666658487.0,rgreenintech,$BTC Bitcoin breaking $20K this week? I think so,en,1
2022-10-25 07:37:05 +07,1666658225.0,frontmanchannel,"#5 Что ж поделать - доля трейдера такая: ждем и готовим сани с лета. Всем профита.  ⚠️Цели дня: ✅Медведи: 19200 минимум, 18900 максимум, 18200 бинго. ✅Быки: 19770 минимум, 20000 максимум, 20440 бинго #BTC #Bitcoin #BTCUSDT",ru,2
2022-10-25 07:37:00 +07,1666658220.0,frontmanchannel,"#4 долей вероятности мы так и будем прибывать в этом ""сутулом"" боковике, но я хотел бы ошибиться. Что ж... Нужно ждать, вариантов нет, просто скальпим и торгуем пинг-понг в надежде на хоть какой движ.   #BTC #Bitcoin #BTCUSDT",ru,1
2022-10-25 07:36:44 +07,1666658204.0,frontmanchannel,"#3 В общем 1д ТФ сегодня смотрится все еще локально лонгово, но можно точно сказать, что этот лонг колеблющийся на момент 3:33.  В целом ситуация никак не изменилась за этот месяц т.к. все идет к тому, что весь мир замер в преддверие 2 ноября и с высоко  #BTC #Bitcoin #BTCUSDT",ru,1
2022-10-25 07:36:34 +07,1666658194.0,frontmanchannel,"#2 линия все еще двигается вверх и не дает намека на разворот. Стохастик RSI и гистограмма MACD так же ослабевают, хотя MACD все еще смотрится сильно. ЕМА10 все еще держит цену, чтобы ее потерять нужно сегодня пробить, а завтра успешно проретестить.   #BTC #Bitcoin #BTCUSDT",ru,1
2022-10-25 07:36:22 +07,1666658182.0,frontmanchannel,"Ровным счетом я мог бы скопировать все, что писал вчера ночью, но все же напишу обновление:  1д ТФ получил снижающиеся объемы по TSV т.е. незначительно, но двигаются в сторону отрицательного состояния, но этого еще нет, хотя сигнальная  #BTC #Bitcoin #BTCUSDT",ru,1
