created_at,timestamp,username,tweet,language,likes_count
2022-11-01 00:54:29 +07,1667238869.0,delisitoken,JUST 7500 EURO OOOO!!! THATS JUST I NEED!!! HELP ME SOMEONE!!!!  bc1qnety3j0689jfuqs6cc8a85w65992qvweu6ne82  #BTC                            #Bitcoin                            #coin #donate #donation,en,0
2022-11-01 00:54:19 +07,1667238859.0,datapoolapp,Eth Unique Tweet Quantity   Last 1 Day #btc #bitcoin #cryptocurrency More Detail 👉 https://t.co/Xk4ZUgg4Uu  https://t.co/FMXSwNZ1he,en,0
2022-11-01 00:52:43 +07,1667238763.0,ruferium,"#ETH &gt; BUY $1560,89 20:52 - Monday, October 31, 2022 (GMT+3)  #Ethereum #passiveincome #BTC #Bitcoin #Binance #Coinbase #AVAX #SOL  https://t.co/AJOqexN3UZ",en,1
2022-11-01 00:51:44 +07,1667238704.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [2010 BTC] @ 20342 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-11-01 00:50:36 +07,1667238636.0,dust316sa,Yes!!! #BTC #Bitcoin,und,0
2022-11-01 00:46:56 +07,1667238416.0,awax_77, https://t.co/ivYmbEyEEM  #BTC #Bitcoin #cloudmining #Mining #WebBrowser #CryptoTab,qme,1
2022-11-01 00:46:06 +07,1667238366.0,cryptocharts,Thoughts on $BTC #Bitcoin! See Indicator-Jones's idea on TradingView below.  https://t.co/XsFTl9ttRy,en,0
2022-11-01 00:46:06 +07,1667238366.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See Parker_Trader's idea on TradingView below.  https://t.co/kYV9HLD8zB,en,0
2022-11-01 00:40:11 +07,1667238011.0,juarezlucianoa,#BTC  #Bitcoin,qht,1
2022-11-01 00:39:28 +07,1667237968.0,christillin77,"Fortunately #Liban #GOLDReserves weighing 288MT valued USD 18,000,000,000 are NATIONAL holding assets to use NOW:Fractional 1/4 (288) = 72MT Fractional 1/3 (288) = 96MTSALE in international markets pumps 4.5B to 6.0B fresh #USD equivalent #BTC #Bitcoin FORCING $ to NOSEDIVE",en,0
2022-11-01 00:37:40 +07,1667237860.0,joeinska,Returns in the last day for #BTC #Bitcoin Price now: $20417 1 hour 0.14% 3 hours 0.7% 6 hours -1.54% 12 hours -0.8% 24 hours -1.11%  2022-10-31 19:37,en,0
2022-11-01 00:36:40 +07,1667237800.0,joeinska,Crypto prices 2022-10-31 19:36: #BTC #Bitcoin $20415 $ETH $1569 $SOL $33,en,0
2022-11-01 00:36:32 +07,1667237792.0,bitcoinpressuk,#BitcoinBTC #bitcoin #btc Bitcoin whitepaper is 14 years old today  https://t.co/K6idMRgcNw,en,0
