created_at,timestamp,username,tweet,language,likes_count
2022-11-08 15:59:43 +07,1667897983.0,cryptoaty,#Ftx ve #binance arasındaki bu savaş diger borsalarada  sıçrar ve 1. dünya borsa savaşı başlar 😂  #btc #bitcoin,tr,12
2022-11-08 15:59:10 +07,1667897950.0,cryptolyon10,$BTC 18600📌 $BNB 265 📌 $SOL 20 📌  #cryptomarket #cryptocrash #BTC #Bitcoin #Etherium,en,1
2022-11-08 15:58:45 +07,1667897925.0,kar__crypto,$BTC #BTC #Bitcoin @Bitcoin - Update 🔶My Asian Quant says range high deviation should price hold 19800 to 20255 range 🔶I got my skin in the game with this swing short 💪  https://t.co/eP80a5oSPI,en,5
2022-11-08 15:57:23 +07,1667897843.0,0x_kaii46,Buying bitcoins is easy on ! ✅ Super simple setup ✅ No overcomplicated buying processes ✅ No purchasing errors #btc #bitcoin #bitcoins,en,0
2022-11-08 15:56:23 +07,1667897783.0,tamngwab,$FIL   #FIL #ETH #BTC #Bitcoin  https://t.co/JCOBH6CwM4,qme,0
2022-11-08 15:56:05 +07,1667897765.0,picbidervis,"Umarım diyagonale benzeyen bir itkimiz olmuştur, yoksa işimiz var. #btc #Bitcoin  https://t.co/rmpQHtMXim",tr,5
2022-11-08 15:52:41 +07,1667897561.0,mettaworld08,"Investors &amp; traders, We've an opportunity for you. If you missed investing in Bitcoin, Cardano, Ethereum, etc then invest in MTW Token/Metta World Coin Now!   https://t.co/OK4PSgrSDY #mtwtoken #cryptomarket #trading #StockMarket #stocks #forex #BTC #Bitcoin #India #Ethereum #XRP  https://t.co/jeQW0PR8hl",en,0
2022-11-08 15:49:58 +07,1667897398.0,365cryptonews,"🟩 WHALE WATCHER  🚨 🚨 🚨  5,009 #BTC (98,891,932 USD) transferred from #Binance to unknown wallet Details  $BTC #BTC @bitcoin #bitcoin",en,0
2022-11-08 15:48:28 +07,1667897308.0,shrekbtc,"$BTC/USD #btc #bitcoin  Didn’t get that retrace up to $21k~, got down only instead. Was looking to close out remainder of long positions there, but oh well, can’t win em all 😐  Will remain flat until we reclaim $20k~ (per the highlighted scenario)  https://t.co/6w0wmigD1z",en,4
2022-11-08 15:48:06 +07,1667897286.0,bobbyrichard32,BTCUSD INTRADAY 🫰🔼💵CASH ZONE 1 @ 20027.95-20069.09$  CASH ZONE 2 @ 20363.88-20405.02$  CASH ZONE 3 @ 21019.37-21063.93$ CASH ZONE 4 @ 21194.41-21235.74$#BTC #BITCOIN #BTCUSD,en,1
2022-11-08 15:47:29 +07,1667897249.0,gem_maniaa,Asgari ücretin 450 $'dan 17 $'a indiği Lübnan'da halk #Bitcoin madenciliğine ve #USDT harcamasına başladı   #Btc #Bitcoin #Binance,tr,255
