created_at,timestamp,username,tweet,language,likes_count
2022-10-28 05:59:52 +07,1666911592.0,billions777888,And it's Coming!  #BTC #Bitcoin,en,0
2022-10-28 05:59:08 +07,1666911548.0,yourcryptolife,1 BTC equals 20701.1699 USD. #btc #bitcoin,en,1
2022-10-28 05:57:44 +07,1666911464.0,seven_crypto7,#BTC #Bitcoin   ここら辺、耐えられるかが鍵よね。  ここを割る様ならロングは損切りしよ。  https://t.co/sP1KtubU78,ja,8
2022-10-28 05:54:48 +07,1666911288.0,aszawis,"A look into current economic conditions in the US, and how $BTC Bitcoin and $ETH Ethereum could prove to survive a recession - a thread",en,0
2022-10-28 05:53:30 +07,1666911210.0,stormdotxbt,$BTC #BITCOIN ✅✅  Waited the whole day to get these scalps. The last one was the best. Worth the wait.🔥🔥  $ETH $SOL $BNB $AVAX $DOT $DOGE $SHIB $LUNC $LINK $XRP $THE $QNT $APT $KICKS $KAS $TRIAS  https://t.co/YivSzDoujq,en,1
2022-10-28 05:52:30 +07,1666911150.0,bairddavid7,"◽️Apple, Amazon ve MasterCard Kazanç Raporu - 23:00#Dogecoin #Btc #Bitcoin #Metaverse",tr,0
2022-10-28 05:51:30 +07,1666911090.0,straydel,Patiently waiting for my bags to get filled 🤤          #BTC #bitcoin,en,2
2022-10-28 05:50:42 +07,1666911042.0,coinsonarbot,$ATOM volume boost! 58 times the average volume in #ATOM to $BTC pair (Binance) 👀 Net 1 min volume: +9.398 BTC #Bitcoin 24h Vol: 231.80 BTC  https://t.co/U5tKTkS6IB,en,1
2022-10-28 05:50:36 +07,1666911036.0,criptoworldmx,"¿Qué les gusta más después del bounce? ¿14,12 o 10? 😊 #btc #bitcoin  https://t.co/ySdDIL77IP",es,4
2022-10-28 05:50:16 +07,1666911016.0,pablocrypt0,DXY   هذا شارت الدولار .. حللته قبل ما احلل البتكوين   ماذا ترى ؟ #btc #bitcoin  https://t.co/Dzlp83OuO1,ar,2
2022-10-28 05:50:10 +07,1666911010.0,miguel_mx_,Tssssssss   #Bullish #BTC  #Bitcoin  #Cryptos #CryptoMarket #trading #Alcista #Cryptocurency,und,0
2022-10-28 05:47:05 +07,1666910825.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See Haroon_Jarnailzadah's idea on TradingView below.  https://t.co/LpShpfcqXo,en,0
2022-10-28 05:45:19 +07,1666910719.0,xfli5,又到周五了，一周中心情最愉悦的一天。虽然是大熊市，但对财富自由的追求不能少。 财富自由实际上有两种: 1.一种是人的自由。通俗的说，就是有钱了，不需要出卖时间了，需要的东西都可以随心所欲的买了。 2.一种是钱的自由。就是指你的钱不能被冻结，不能被掠夺，不能被稀释。 #BTC #Bitcoin  https://t.co/oGMUhMDkWZ,zh,29
2022-10-28 05:42:18 +07,1666910538.0,nomicsfinance,"$BTC / Bitcoin is down 2.23% within the last 24 hours, price is now $20,296.01 after a $462.85 decrease  https://t.co/mBvaZNYzAa",en,2
2022-10-28 05:41:22 +07,1666910482.0,btc_pd_alerts,💥💥💥💥💥💥 Dump Alert!📉 [3689 BTC] @ 20189 USDT #BTC #Bitcoin #Crypto #Cryptocurrency,no,0
2022-10-28 05:41:16 +07,1666910476.0,pablocrypt0,تحديث البتكوين ..  * بعد متابعه شارت الدولار + الايثريوم + الاسواق الامريكيه   * ارى ان مناطق تصحيح البتكوين ستكون عند 19939 الى 19700   وبعدها الانطلاقه عند الى 22500 ثم باقي الاهداف الموجوده بالشارت  بعد مايصعد البتكوين الى 22 و 23 الف لا تسألني هل ادخل !   #btc #bitcoin  https://t.co/6GVpgR3SPm,ar,2
2022-10-28 05:40:59 +07,1666910459.0,raishiz1,Crypto News: Moldova Bans Cryptocurrency Mining Amid Energy Crisis Caused by War in Ukraine – Mining Bitcoin News ;  https://t.co/fb4YE5JLLO ----- #BTC #Bitcoin #ETH #Cryptocurrency #cryptoupdate #Crash #Bullish #Bearish #Ethereum #Binance #BNB,en,3
