created_at,timestamp,username,tweet,language,likes_count
2022-11-10 15:58:48 +07,1668070728.0,traderorwell,$BTC #Bitcoin #Binance   📉5m idea  Açıkçası bu hafta işlem almak istemiyordum fakat fiyat yukarıdaki bölgeye gitmeden alt taraftaki kutuya gelirse long için onay arayacağım. Yine riskli olabilecek bir işlem⚠️  https://t.co/WvZZkyyZhO,tr,0
2022-11-10 15:58:19 +07,1668070699.0,bybitderivatv,With the bankruptcy of FTX everyone is afraid but we must not forget that Tron is one of the blockchains with the most addresses and which is really used.  Nowadays everyone who transfers #USDT for daily transactions uses Tron.  #crypto #Btc #Bitcoin #Ethereum,en,3
2022-11-10 15:57:52 +07,1668070672.0,rendrapro,Berapakah dip $BTC sampai akhir 2022 menurut kamu? #BTC #Bitcoin #Crypto,in,1
2022-11-10 15:57:49 +07,1668070669.0,token_platforms,The current price of Bitcoin is 16889.6 US$.   #btc #bitcoin   Follow us + RT,en,2
2022-11-10 15:57:23 +07,1668070643.0,kriptowisdom,"#jasmy tam olarak %99 düşmüş ,     ATH yaparsa 100x yapar  :)    Bize 10x yeter 😊    $btc #bitcoin $eth #Ethereum      #SOL  #avax #FTT",tr,1
2022-11-10 15:56:38 +07,1668070598.0,snapwortu2,JPMorgan stratejistleri kripto piyasalarında yaşanan teminat tamamlama sürecinin haftalar sürebileceğini ve Bitcoin'de taban seviyesinin 13 bin dolar olabileceğini belirtti.   Ne zaman ki hedef verdiler ....   #btc $bitcoin #kripto $coin #btc #eth #bnb #binance #bnb,tr,0
2022-11-10 15:56:26 +07,1668070586.0,astradingx,JPMorgan stratejistleri kripto piyasalarında yaşanan teminat tamamlama sürecinin haftalar sürebileceğini ve Bitcoin'de taban seviyesinin 13 bin dolar olabileceğini belirtti.   Ne zaman ki hedef verdiler ....   #btc $bitcoin #kripto $coin #btc #eth #bnb #binance #bnb,tr,0
2022-11-10 15:56:19 +07,1668070579.0,khasmetli,Ne çabuk 🤠 altın vuruş dediysem altın vurutur!  #Solana #SOL #cryptocrash  #Crypto #btc #bitcoin #binance #bnb #FTT #FTXTR #ftx #lunc  https://t.co/E54r3QAW5J,tr,2
2022-11-10 15:55:06 +07,1668070506.0,fidelitytradin,"BREAKING: #FTX CEO Sam Bankman-Fried previously transferred at least $4 billion in FTX funds to support Alameda, including user deposits, Reuters reports.  Did he mismanage funds or was did all that power get to him??  #BTC #Bitcoin #cryptocrash #FTT",en,2
2022-11-10 15:52:30 +07,1668070350.0,abosalamachart,ان بقيت طوال حياتك تحلل الشارت فقط وتتبع الشموع فقط والأرقام والترقيم ووو فقط ستظل طوال حياتك محلل او متداول مخدوع يعمل بالحظ يصيب مره ويخطئ مرات.  #btc #bitcoin #Crypto 🔹🔹🔹 أما 🔹🔹🔹 يتبع 👇👇,ar,55
2022-11-10 15:52:27 +07,1668070347.0,globalrashid007,"Daily and 3d closing are not good so more pain is coming, My target is the same as before, Patience will pay. Sabar ka fal meetha hota hai. #cryptocrash #Crypto #cryptocurrencies #cryptocurrency #trading #altcoin #Altcoins #altcoinseason #Cryptoart #BTC #Bitcoin #BitcoinCrash  https://t.co/HFn4dUsRQ0",en,18
2022-11-10 15:52:06 +07,1668070326.0,kneelss7,"Bitcoin (BTC) Price Prediction 2022, 2023, 2025, 2030, 2040  $BTC #Bitcoin  #BTC #BTCUSDT    https://t.co/aWQAjWUdn6",en,0
2022-11-10 15:52:00 +07,1668070320.0,arrowheadg7,"Bitcoin (BTC) Price Prediction 2022, 2023, 2025, 2030, 2040  $BTC #Bitcoin  #BTC #BTCUSDT    https://t.co/CXsrMOnXFB",en,0
2022-11-10 15:51:17 +07,1668070277.0,crypto_allien,@JesseOlson we are in #panic now.  the real #capitulation will come soon IMO.  $btc #Bitcoin,en,2
2022-11-10 15:51:00 +07,1668070260.0,maskigt,"Hace tanto de este tuit, y digan lo que digan los #uponly fan boys... despues de varios meses y seguimos sin tocar fondo. Que cosa cuando la realidad te pega en la cara, no? #BTC #Bitcoin #cryptocrash #BitcoinCrash",es,1
2022-11-10 15:50:41 +07,1668070241.0,userjj0000,Who made those Gold BTC bars with 100 BtC and I think 2 of them where 1000btc from back in like 2012 #BTCUSD #BTCUSDT #btc #Bitcoin #bitcoingoldbar ?,en,0
2022-11-10 15:50:30 +07,1668070230.0,ugooooo_,#cryptocrash is real. The market continues to bleed 📉📉  #crypto #BTC #Bitcoin,en,2
2022-11-10 15:50:27 +07,1668070227.0,aymdevweb,BITCOIN fixes this.  #BTC #Bitcoin #Crypto,en,0
2022-11-10 15:48:57 +07,1668070137.0,fidelitytradin,JUST IN: The #crypto Market Loses $44B Overnight 📉📉🩸🩸 - Per @Investingcom   #BTC  #BITCOIN #cryptocrash #FTX  https://t.co/iFgouZJFen,en,6
2022-11-10 15:47:52 +07,1668070072.0,retroverser6,More bloodshed incoming.. 🚨  #SOL #BTC #Bitcoin #cryptocrash  https://t.co/WggHvSiE8A  https://t.co/7ViT6YLpML  https://t.co/nxdKTFNdn6,en,0
2022-11-10 15:47:45 +07,1668070065.0,courthouseso6,More bloodshed incoming.. 🚨  #SOL #BTC #Bitcoin #cryptocrash  https://t.co/84RJA77c4u  https://t.co/z2nLPLIAuF  https://t.co/u05PSyR9fH,en,1
2022-11-10 15:47:23 +07,1668070043.0,trichinasy8,More bloodshed incoming.. 🚨  #SOL #BTC #Bitcoin #cryptocrash  https://t.co/rk4hQ5cLCj  https://t.co/Q74G8eyGyZ,en,1
2022-11-10 15:47:18 +07,1668070038.0,sphingidsm4,More bloodshed incoming.. 🚨  #SOL #BTC #Bitcoin #cryptocrash  https://t.co/Qx6LCLWa0m  https://t.co/EujnsSegjW,en,0
2022-11-10 15:47:06 +07,1668070026.0,nu48965750,"Bitcoin price hasn't fallen below $17,000 since November 2020, but that changed today. It’s been a very volatile week for crypto assets as markets react to news that one of the world’s largest exchanges, FTX, appears to be on the brink of bankruptcy. #BTC #bitcoin  https://t.co/9XhhCsSr8o",en,1
2022-11-10 15:46:57 +07,1668070017.0,icryptoscammer,More bloodshed incoming.. 🚨  #SOL #BTC #Bitcoin #cryptocrash  https://t.co/9LbpfICQfk,en,1
2022-11-10 15:46:08 +07,1668069968.0,cryptocharts,Thoughts on $BTC #Bitcoin! See ch_esmaeil's idea on TradingView below.  https://t.co/M01SeViylN,en,1
2022-11-10 15:46:08 +07,1668069968.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See Best_Tradesfx's idea on TradingView below.  https://t.co/36ShKvHPYK,en,1
2022-11-10 15:44:50 +07,1668069890.0,bnb_haneen,#“NO $10K BTC!” Bitcoin REALISTIC Price Prediction for November: Huge Crypto Hopium!  https://t.co/e2DqjoShVN,en,0
2022-11-10 15:44:40 +07,1668069880.0,coinhaberler,"Kaldıraçlı İşlemlerde son 24 saatte 411 milyon Long, 285 milyon dolar Short pozisyon liq edildi  #btc #Bitcoin",tr,4
2022-11-10 15:42:59 +07,1668069779.0,crypto_xboshi,政策數據跟蹤  #比特币  #以太坊  #BTC    #bitcoin    #eth  #Ethereum  #比特幣  #乙太幣  #以太幣 #合约 #合約  #亞當理論 #道氏理論 #doge #狗狗幣 #狗幣 #技術分析 #技术分析 #艾略特波浪理论 #MMcrypto #BitBoyCrypto #AnsonTan #元宇宙  #利弗莫爾 #跟单 #跟單 #bitget #币圈 #幣圈 #幣圈新聞  https://t.co/cIkruwfjH4,zh,0
