created_at,timestamp,username,tweet,language,likes_count
2022-11-12 13:59:50 +07,1668236390.0,ayseren12846866,Sign up to Binance with my referral link and get 10% commission discount on all your transactions. Also 7 people signed up. It is not financial advice.  #Binance #BNB #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/iZoA6o8J5g 👍🏻  https://t.co/d6H080ddiT,en,0
2022-11-12 13:59:41 +07,1668236381.0,nomadbitcoiner,"国内取引所ビットコイン(BTC)価格 ✅BitFlyer : 2,326,854円 ✅CoinCheck : 2,324,365円 ✅Bitbank : 2,324,999円 ✅BTCBox : 2,334,323円 ✅GMO Coin : 2,323,599円 ✅Huobi_jp : 2,331,503円 ✅Zaif : 2,332,615円 #BTC #Bitcoin #JPY 日本🇯🇵   https://t.co/VyBHIDBwYz",ja,0
2022-11-12 13:58:10 +07,1668236290.0,58name_com," https://t.co/NuwloEBIqb This is an available premium domain, and it's in the crypto-bond space. On sale.🧐  #Crypto #Cryptobond #Digitalbond #bitbond #CryptoFinance #BTC #Bitcoin  https://t.co/qFsx97XYbr",en,4
2022-11-12 13:55:10 +07,1668236110.0,josiah34054856,⚠️In my opinion we are solidifying a bottom here or we are one fake out away My arguments attached: #Timeionaire #BTC #Bitcoin #cryptocurrency #altcoins,en,1
2022-11-12 13:54:07 +07,1668236047.0,pablocrypt0,البتكوين على فريم الـ 30 دقيقه   توقعي بنكمل هبوط   #btc #bitcoin  https://t.co/pUSom9JBIt,ar,5
2022-11-12 13:51:52 +07,1668235912.0,telegaon,"Bitcoin (BTC) Price Prediction 2022, 2023, 2025, 2030, 2040  $BTC #Bitcoin  #BTC #BTCUSDT    https://t.co/eD8VgQ7Oxw",en,1
2022-11-12 13:50:50 +07,1668235850.0,ahucanlih,Hesap açılışı vesilesiyle bir çekiliş yapmayı düşünüyorum 2 kişiye 50$ değerinde kripto para vereceğim. Şartlar: Hesabı takip etmek  Retweet Ve iki arkadaşınızı yorumlara etiketlemeniz  #BTC #Bitcoin #Etherum #DuyBeni #ETH #cumartesi #kripto #FTX #FTT,tr,3
2022-11-12 13:50:47 +07,1668235847.0,token_platforms,The current price of Bitcoin is 16770.61 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-12 13:50:28 +07,1668235828.0,akrishn90044470,"Facing a liquidity crunch, FTX CEO Sam Bankman-Fried reportedly asked several major crypto exchanges, including Coinbase and Okx, for help#Crypto $BTC #Bitcoin",en,0
2022-11-12 13:49:23 +07,1668235763.0,mtgoxbalancebot,Total current balance on all known addresses* of the MtGox Trustee: 135890.97921463 BTC.   0 BTC have been moved from these addresses since 2018/05/10.   $BTC #bitcoin #mtgox mt.gox mt gox  2022-11-12T06:49:23.472Z,en,0
2022-11-12 13:48:04 +07,1668235684.0,mudrexitalia,"Continua il caso #FTX e colpisce i piccoli investitori ⚠️⚠️  Prelievi bloccati, token originario #FTT senza valore ☠️📉  DYOR  #12novembre #crypto #cryptocrash #BTC #Bitcoin #ETH #ETHW #LUNC #SHIB #DEX #DOGE #twitter #ElonMusk #NFT #NFTs #web3 #DAO #binance #exchange #XRP #solana",it,3
2022-11-12 13:47:56 +07,1668235676.0,damnfreak,This is insane ....  Vende vende vende esto está reventando ...  #btc #Bitcoin   Whataaaaaa friday!!!,pt,1
2022-11-12 13:46:01 +07,1668235561.0,us_arbitrager,"🇺🇸 U.S Crypto Exchange 🇺🇸 ✅BTC Trading Volume(24hours)  1⃣Coinbase : 56,941 BTC  2⃣Binance-us : 13,053 BTC  3⃣Gemini : 2,040 BTC  4⃣Bitflyer-us : 325 BTC  5⃣Bittrex : 200 BTC #Bitcoin #BTC #UnitedStates #America  https://t.co/6PHxCAHs09",en,0
2022-11-12 13:42:21 +07,1668235341.0,tradegym,#BTC #Bitcoin  ロングしました！ 自身なし！,ja,236
2022-11-12 13:42:01 +07,1668235321.0,alertingcryptos,[ $BTC ] Bitcoin   MicroStrategy Reportedly Loses $1.8 Billion as Crypto Prices Plummet   https://t.co/DR6E1Pdict,en,0
2022-11-12 13:40:14 +07,1668235214.0,0xindia,"🇮🇳 इंडिया बिटकॉइन(BTC) रेडिंग मूल्य 🇮🇳 ✅WazirX   :1,495,001 INR ✅CoinDCX:1,523,679 INR ✅Zebpay   :1,490,000 INR #India #BTC #Bitcoin #बिटकॉइन #BTCINR   https://t.co/z6i3Yy3BKE",und,0
2022-11-12 13:40:13 +07,1668235213.0,damnfreak,@elonmusk #ftt #ftx #btc #Bitcoin   Sam r8 now!!!!  https://t.co/ntntZ6gPtx,en,0
2022-11-12 13:39:55 +07,1668235195.0,maxime64436422,@LUNC_KING Merci d'organiser ce concours ! @mvzfortnite @mvz_corentin @blark__ #NFT #FTT #SORARE #BYBIT #BINANCE #GIVEAWAYS #BTC #BITCOIN #ETH #USDT #NFTGIVEAWAY #FTX #ETHEREUM #AIRDROP #CRYPTO,fr,2
2022-11-12 13:39:05 +07,1668235145.0,onlywhitelines,One other bit of good news is the $BTC Bitcoin funding rate finally showing some better signs of a capitulation  https://t.co/dTTn5gwCeG,en,0
2022-11-12 13:35:44 +07,1668234944.0,token_platforms,The current price of Bitcoin is 16772.24 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-12 13:35:18 +07,1668234918.0,charliejoe4,"If FTW means F**k The World, does FTX mean F**k The Exchange ?!  #FTX #cryptocrash #Crypto #cryptomarket #FTXbankruptcy #BTC #Bitcoin",en,0
2022-11-12 13:35:15 +07,1668234915.0,fikri_kuralay,Birileri yazıyor birileri hayata geçiriyor Senaryo aynı kişiler farklı  #luna olayı ders olmadan #ftx soygunu başladı Durum buralardayken neden mal varlığı dondurulmuyor 🤔sonra heck yok rüşvet birileri güzel sistem kurmuş ve olan yatırımcıya oluyor Regülatör şart  #btc #Bitcoin,tr,2
2022-11-12 13:32:56 +07,1668234776.0,stararmankhan,AU Bank Savings Account Enhanced access to hassle-free banking.  ✔️Get Up to 7%* interest on your Savings &amp; receive monthly interest payouts. ✔️Exclusive joining benefits. ✔️Banking at your convenience. ✔️Dedicated Relationship Officer.  Open now:  https://t.co/ziDAzKM1s7  https://t.co/lB6USkDFpc,en,0
2022-11-12 13:32:46 +07,1668234766.0,joeinska,Bitcoin under  $10k this weekend? #BTC #Bitcoin $FTX $ETH /RT,en,1
2022-11-12 13:31:59 +07,1668234719.0,vikwiks44,The Market is too Good to believe. #dogecoin #SHIB #BTC #Bitcoin #bnb,en,0
2022-11-12 13:31:53 +07,1668234713.0,cryptopatel,World’s most generous billionaire $FTX CEO  #SamBankmanFried.  1. Scammed people’s money 2. Declared Bankruptcy 3. Hacked and stole funds 4. On the run  #cryptocrash #FTXbankruptcy #FTXCRASH #FTX #CryptoNews #cryptocurrencies #BTC #Bitcoin,en,87
2022-11-12 13:30:50 +07,1668234650.0,atlegang_da,@djngoma gm 😱,und,1
2022-11-12 13:30:45 +07,1668234645.0,cryptomonkey01,"Matriz de correlación de los principales mercados vs BTC, #bitcoin #criptomonedas #trading #volatilidad #pypro $BTC $ETH  https://t.co/sS2WztW94D",es,0
2022-11-12 13:30:21 +07,1668234621.0,coinok,1 BTC Price: Bitstamp 16708 USD #BTC #Bitcoin 2022-11-12 01:30  https://t.co/BKv1Wmvp4a,en,0
2022-11-12 13:28:30 +07,1668234510.0,luke_0x21,Act with safety first. Protect your funds and take chances!! $BTC #Bitcoin,en,0
2022-11-12 13:28:04 +07,1668234484.0,justnnovel,is vitalik somehow involved in this... #ethereum #eth $btc #bitcoin   mother of god,en,0
2022-11-12 13:27:50 +07,1668234470.0,pascalabams,long-term holders supply is still rising.  #btc #bitcoin  https://t.co/bq4VPX5AAx,en,2
2022-11-12 13:26:22 +07,1668234382.0,putinapesnf20t,$BTC #Bitcoin #BitcoinCrash #BTC I said this a month ago 👇now when people start to talk about the beginning of bear market when btc is below &amp;gt;40k you know what it means right😅 the odds are it's time to buy. Although I'm not buying myself cus the price broke below support,en,0
2022-11-12 13:25:40 +07,1668234340.0,atlegang_da,This is not a drill.,en,3
2022-11-12 13:24:53 +07,1668234293.0,satoshi_babe,#FTX has been hacked 🚨  Do not download any FTX app or visit their website.  #btc #bitcoin #Crypto #altcoin #FTT,en,7
2022-11-12 13:20:42 +07,1668234042.0,token_platforms,The current price of Bitcoin is 16712.15 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-12 13:18:40 +07,1668233920.0,ownxdc,So what is .XDC? Find out here! 🔥😎🔥.xdc  https://t.co/JWaMLU5MID @xdcdomains @XinFin_Official @XDCFoundation #XDCDomains $XDCD #XDCD #XDCNetwork $XDC #XDC #WeAreXDC #BuildItOnXDC #Web3 #NFT #NFTs #NFTCommunity #NFTMarketplace #BTC #Bitcoin #ETH #Ethereum #XRP #Ripple #Crypto,en,19
2022-11-12 13:17:22 +07,1668233842.0,marketsblock,$600 million disappears from #FTX wallets as administrators say the exchange has been hacked  https://t.co/pYBn8oPrTs $FTT $BTC #Bitcoin,en,1
2022-11-12 13:16:07 +07,1668233767.0,shitcoincharts,Thoughts on $BTC #Bitcoin! See Siriuszbusiness's idea on TradingView below.  https://t.co/lrHdlfl3hR,en,0
2022-11-12 13:15:54 +07,1668233754.0,tantricistanbul,The total market cap excluding BTC is around 450B which includes many chains couple of big bosses can acquire the whole market cap and some regular bosses can buy chains now. They have built things worth more a bit than sh... fking scammer of BTC... #btc #Bitcoin,en,0
2022-11-12 13:15:25 +07,1668233725.0,jumplinealerts,BTCUSDT [15m]: RSI Oversold  $BTC #BTC #Bitcoin  https://t.co/lKLJFKyInF,in,0
2022-11-12 13:14:11 +07,1668233651.0,thebtcshow,"I'm flying to Washington.  I want regulation (for crypto) and I want it now - Kevin O'Leary, FTX investor.  #KevinOLeary #cryptotraders #CryptoTrader #ftx #FTXbankruptcy #FTXCRASH #FTXUS #BTC #Bitcoin #Cryptos #CryptoCurrency #CryptoCurrencies #Cardano #Eth #Ethereum #inflation  https://t.co/ccfhgHp35h",en,1
2022-11-12 13:11:20 +07,1668233480.0,ownxdc,It's a shame to ruin that nice suit but...we're comin! 🔥😎🔥.xdc @xdcdomains @XinFin_Official @XDCFoundation #XDCDomains $XDCD #XDCD #XDCNetwork $XDC #XDC #WeAreXDC #BuildItOnXDC #Web3 #NFT #NFTs #NFTCommunity #NFTMarketplace #BTC #Bitcoin #ETH #Ethereum #XRP #Ripple #Crypto  https://t.co/7qaNabGGIP,en,62
2022-11-12 13:10:05 +07,1668233405.0,awebanalysis,"Bitcoin BTC Current Price: $16,678.27  1h: -0.38% 24h: -3.89% 7d: -22.01%  30d: -12.66% 60d: -25.49% 90d: -32.2%  #btc $BTC #bitcoin",en,0
2022-11-12 13:10:03 +07,1668233403.0,mrdatabot,🤖 Acabo de cerrar ✋ mi posición en BTCUSDT @ $16721.40 y abrí una posición LONG ☝️ en BTCUSDT @ $16721.40  #BTC #Bitcoin #BTCUSDT #BTC $BTC $BTCUSD,es,0
