created_at,timestamp,username,tweet,language,likes_count
2022-11-05 19:59:29 +07,1667653169.0,glriz96000325,Sign up to Binance with my referral link and get 10% commission discount on all your transactions. Also 17 people signed up. It is not financial advice.  #Binance #BNB #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/ACkJUE6t3D 👍🏻  https://t.co/edHbk6ncMK,en,0
2022-11-05 19:59:29 +07,1667653169.0,tanseli62842621,24 people signed up with this link and they pay 10% less commission on every transaction. It is not financial advice.  #Binance #BNB #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/yuo0WerMcG 👍🏻  https://t.co/4KlBrppPMX,en,0
2022-11-05 19:58:58 +07,1667653138.0,turknet_fiber_,22 people signed up with this link and they pay 5% less commission on every transaction. 🌸🙋 It is not financial advice.  #FTX #FTX_Official #BTC #Bitcoin #Crypto #cryptocurrency  ➡️  https://t.co/ijHWma6PmP 👍🏻  https://t.co/QNIxIh6GIZ,en,0
2022-11-05 19:56:56 +07,1667653016.0,bayc979737,This candle is bullish af #btc #bitcoin $btc,en,1
2022-11-05 19:56:08 +07,1667652968.0,timographer68,🤔 Not Panic Zone yet!!!  #BTC #Bitcoin 👀,en,0
2022-11-05 19:53:25 +07,1667652805.0,levenarda20,Is This #Btc Pump?? #btc #Bitcoin,en,0
2022-11-05 19:53:19 +07,1667652799.0,javelintoni92,$Btc #Bitcoin $Stocks #cryptosFed’s Powell Says Economy No Longer Needs Aggressive Stimulus - #WSJ,en,1
2022-11-05 19:52:01 +07,1667652721.0,alertingcryptos,"[ $BTC ] Bitcoin, [ $ETH ] Ethereum   Bitcoin (BTC) Will Keep On Rising In Next 6 Months, This Venture Capitalist Predicts   https://t.co/TeFBv6Yb8f",en,1
2022-11-05 19:51:46 +07,1667652706.0,sandboxturkiye,Yazı ile Yedi Milyon Dolar !!!!   ve hala Twitter dayım 😂   Takipçilere yazık :) #btc #bitcoin,tr,0
2022-11-05 19:51:27 +07,1667652687.0,htx_m0nster57,"4/5 Currently waiting for our weekly close and price action around it, which could solidify a #bullish short/mid term #market structure or confirm an even lower move below $34,000. #Crypto #CryptoNews #cryptocurrency #BTC #Bitcoin #NFT #NFTs",en,4
2022-11-05 19:51:00 +07,1667652660.0,joeinska,#BTC #Bitcoin price $21348 2022-11-05 14:50,en,0
2022-11-05 19:50:33 +07,1667652633.0,crypto_crawle,"Bitcoin (BTC) Will Keep On Rising In Next 6 Months, This Venture Capitalist Predicts  #btc #bitcoin",en,0
2022-11-05 19:49:54 +07,1667652594.0,edwiindavid2,This was closed in BE after take profit! But drop was not expected before hitting 40k tbh!#BTC #Bitcoin,en,0
2022-11-05 19:49:47 +07,1667652587.0,jasthecryptoman,Tw k đủ để paste lại nội dung bên channel Tele nên up nguyên ảnh lên đây nha ace. #btc #Bitcoin  https://t.co/85zVDpVVU2,vi,12
2022-11-05 19:49:41 +07,1667652581.0,kawmmander,"Is $BTC #Bitcoin?  Who cares! $RVN is #Ravencoin.  Forked from Bitcoin and launched in Jan 2018 without ICO, pre-mine or masternodes.  An ASIC resistant KAWPOW algorithm keeps proof of work in the little guys hands. Permissionless  ♦NFTs ♦Security token offerings ♦Real estate!  https://t.co/BJTEFHAsz6",en,2
2022-11-05 19:49:24 +07,1667652564.0,mtgoxbalancebot,Total current balance on all known addresses* of the MtGox Trustee: 135890.97921463 BTC.   0 BTC have been moved from these addresses since 2018/05/10.   $BTC #bitcoin #mtgox mt.gox mt gox  2022-11-05T12:49:24.706Z,en,0
2022-11-05 19:49:18 +07,1667652558.0,cryptowise_fin,🐦 Bitcoin Text Network 🐦      Interaction between top words in #Bitcoin tweets!  N tweets analyzed: 7500  Dates: 2022-11-05 08:34:23 - 2022-11-05 12:39:30  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #BTC #bitcoin #altcoin #alts #AI  https://t.co/RWMp4HZQmu,en,1
2022-11-05 19:49:14 +07,1667652554.0,biggscrypto71,This was closed in BE after take profit! But drop was not expected before hitting 40k tbh!#BTC #Bitcoin,en,0
2022-11-05 19:48:43 +07,1667652523.0,cryptowise_fin,🐦 Bitcoin Text Analysis 🐦  Most mentioned words in tweets  Topic: #Bitcoin N tweets analyzed: 7500  Dates: 2022-11-05 08:34:23 - 2022-11-05 12:39:30  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #bitcoin #BTC #altcoin #alts #AI  https://t.co/FyqMN8E4sS,en,1
2022-11-05 19:48:38 +07,1667652518.0,chartbreakouts,$BTC #Bitcoin is one of my favorite charts on the street.  https://t.co/3TRSl5hmnf,en,11
2022-11-05 19:47:37 +07,1667652457.0,kingmidasau1,"$LCX #LCX jumping for 07s again.   .10+ this weekend?hold and roll?MASSIVE volume increase, someone know something we dont and loading up for Monday?  $DAG $DOT $LINK $HBAR $QNT $ZIL $CELO $ADA $ZCX $VXV $ALBT $DGB $SHIB $SAND $SAITO $NMKR $VIS $DGMV $TIA $LEOX #btc #bitcoin #eth",en,8
2022-11-05 19:46:07 +07,1667652367.0,cryptocharts,Thoughts on $BTC #Bitcoin! See TRADOM01's idea on TradingView below.  https://t.co/CFo5O0WHGT,en,0
2022-11-05 19:45:34 +07,1667652334.0,peertodear78,May is very bad month do not forget that 😊save this chart #btc #Bitcoin,en,0
2022-11-05 19:45:00 +07,1667652300.0,coinmomohub,79% of #American adults say #UnitedStates needs clearer #Crypto regulations.  #CryptoNews #CryptocurrencyNews #cryptocurrencymarket #CryptoCommunity #BTC #Bitcoin  https://t.co/jGcnNwiNly,en,3
2022-11-05 19:44:41 +07,1667652281.0,lopanft62,"Jet set from Cabo San Lucas, Baja California, Mexico to Fort Lauderdale, Florida just to use the  Bitcoin ATM #BTC #Bitcoin",en,1
2022-11-05 19:44:32 +07,1667652272.0,paleo_drew47,"In past 5 Years, most of the countries have tried to Ban/Restrict #Crypto more than 100+ Times.When are these countries going to learn that $BTC is unstoppable and here to stay. No matter who says what! 🚀🚀🚀🚀🚀 #BTC #Bitcoin #CryptoNews #Ethereum #ETH #NFT #NFTs #DeFi",en,4
2022-11-05 19:42:35 +07,1667652155.0,dangi_zagreb,#FTM climbing fast 🚀  Tweet about it for additional boost 🤑  #btc #bitcoin #cryptomarket #crypto #X100gem #Layer1 #blockchain  https://t.co/tdGXm8bNu5,en,0
2022-11-05 19:41:10 +07,1667652070.0,token_platforms,The current price of Bitcoin is 21315 US$.   #btc #bitcoin   Follow us + RT,en,2
2022-11-05 19:39:29 +07,1667651969.0,cryptowise_fin,🐦 Thorchain Text Network 🐦      Interaction between top words in #Thorchain tweets!  N tweets analyzed: 7500  Dates: 2022-09-23 23:26:07 - 2022-11-05 12:12:55  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #BTC #bitcoin #altcoin #alts #AI  https://t.co/RcWaDDJPd6,en,1
2022-11-05 19:39:11 +07,1667651951.0,raishiz1,Crypto News: Bitcoin Price Surges As U.S. October Jobs Data Comes To Light ;  https://t.co/aqaTeQ3CpW ----- #BTC #Bitcoin #ETH #Cryptocurrency #cryptoupdate #Crash #Bullish #Bearish #Ethereum #Binance #BNB,en,0
2022-11-05 19:39:03 +07,1667651943.0,nickandress118,#Crypto #BTC #Bitcoin #KDA $KDA #cryptocurrency $kda,sl,0
2022-11-05 19:38:51 +07,1667651931.0,cryptowise_fin,🐦 Thorchain Text Analysis 🐦  Most mentioned words in tweets  Topic: #Thorchain N tweets analyzed: 7500  Dates: 2022-09-23 23:26:07 - 2022-11-05 12:12:55  Discover more 👇  https://t.co/ZHho6FNk5W      #crypto #cryptocurrency #news $BTC #bitcoin #RUNE #altcoin #alts #AI  https://t.co/LuptLpsRky,en,1
2022-11-05 19:38:39 +07,1667651919.0,beetea30513,"No, good dumps are coming. All people shold look charts, please. #btc #eth #shib #sand #doge #matic #mana #rvn #rune $btc #bitcoin",en,0
2022-11-05 19:37:45 +07,1667651865.0,danim03064266,@jess_btc Bitcoin está más lejos de la definición de dinero que de inversión. Tampoco tiene por qué ser dinero. Es un activo digital.,es,0
2022-11-05 19:35:30 +07,1667651730.0,eugene913959021,"4/6 Now that we're once again trading above $44,000, we could very much see a continuation move before our weekly close, potentially above our previous highs. #CryptoNews #cryptocurrency #Crypto #BTC #Bitcoin",en,0
2022-11-05 19:35:13 +07,1667651713.0,luther475940,"Sabit twitime RT, FAV❤ Atan bir takipçimden İBAN İsticem 💥💥Yorum yaparsanız çok sevinirim 🎉#btc #bitcoin #doge",tr,1
2022-11-05 19:34:45 +07,1667651685.0,joeinska,#BTC #Bitcoin price $21303 2022-11-05 14:34,en,0
2022-11-05 19:34:01 +07,1667651641.0,alertingcryptos,"[ $XLM ] Stellar, [ $LTC ] Litecoin, [ $BTC ] Bitcoin, [ $ETH ] Ethereum   MoneyGram App Now Allows Buying and Selling of $BTC, $ETH, and $LTC   https://t.co/G1gWaIdyhB",en,0
2022-11-05 19:33:51 +07,1667651631.0,cryptowise_fin,🎯🎯 Cryptowise $RUNE Update 🎯🎯  #RUNE Resistance/Support Update! 📈      Next support: 1.52 Resistance: 1.67 Price: 1.665  Discover more 👇  https://t.co/ZHho6FNk5W      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/HfacEfYrcs,en,0
