created_at,timestamp,username,tweet,language,likes_count
2022-11-12 16:59:58 +07,1668247198.0,darks1demoon,Bitcoin city! #aigenerated #aigeneratedart #AIart #AIART大喜利 #btc  #BTC  #BITCOIN  #Bitcoin  https://t.co/iIyCwz1LRo,en,3
2022-11-12 16:59:19 +07,1668247159.0,baysoyybasak,Her şeye rağmen en ince ayrıntısına kadar düşünülerek ve açıklama yaparak insanlara hakkını verdikleri için tebrik ediyorum.. 👏👏 #BTC #Bitcoin #FTX #FTXTR #kriptoefsanesi,tr,243
2022-11-12 16:56:18 +07,1668246978.0,darks1demoon,Mass adoption!#aigenerated #aigeneratedart #AIart #AIART大喜利 #btc  #BTC  #BITCOIN  #Bitcoin  https://t.co/oEL0IXgzSp,en,4
2022-11-12 16:56:02 +07,1668246962.0,reachstl44,I catch a cat and win 60 #Satoshi .#BTC #Bitcoin #ETH #Ethereum #Crypto,en,0
2022-11-12 16:55:01 +07,1668246901.0,alertingcryptos,"[ $BTC ] Bitcoin, [ $FTT ] FTX Token   Bitcoin Plunges Toward $16K on More FTX Bad News (Market Watch)   https://t.co/fpM3MKut1k",en,0
2022-11-12 16:54:49 +07,1668246889.0,cryptonoobzzzz,"Tout à fait, on a pas fini d'en chier 😑. #cryptomonnaie #cryptocurrency #cryptotwitter #cryptomarket #CryptoNews #btc #Bitcoin #Crypto #cryptocommunity #Binance",fr,1
2022-11-12 16:54:15 +07,1668246855.0,linneawinslet,"“well as a professional I was smart enough to prepare for this bear run, in actuality I didn’t lose a dime on #btc #bitcoin .. want to know how dm me and I’ll tell you for free.  https://t.co/6RUJcGRmo4",en,1
2022-11-12 16:53:01 +07,1668246781.0,alertingcryptos,"[ $BTC ] Bitcoin, [ $FTT ] FTX Token   Bloomberg Strategist: In Aftermath of FTX Collapse, Bitcoin Could Revisit $10K Support   https://t.co/xxGe7y2QyS",en,0
2022-11-12 16:52:37 +07,1668246757.0,sidertripern,🎯🎯 Cryptowise $BTC Update 🎯🎯  #BTC Resistance/Support Update! 📈      Next support: 16800 Resistance: 17600 Price: 16752.31  Discover more 👇  https://t.co/CUyNpfFFZ0      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/RwXLGQtEF6,en,1
2022-11-12 16:52:23 +07,1668246743.0,cryptonoobzzzz,"#ElonMusk annonce la fin des #bots, vous y croyez ? 🤔 #musk #elonmusktwitter #Elon #cryptomonnaie #cryptocurrency #cryptotwitter #cryptomarket #CryptoNews #btc #Bitcoin #Crypto #cryptocommunity  https://t.co/51zCNKI2XH",fr,4
2022-11-12 16:50:18 +07,1668246618.0,sarahparker345,MARKET UPDATE: $BTC  #Bitcoin Breakdown the Descending triangle pattern and now trading below it. After a breakdown #Bitcoin is now Forming a kind of Double Bottom pattern in the lower time frame.  If #Bitcoin follows Double Bottom we may see some Positive movement and 1/2  https://t.co/TETJDze9ul,en,2
2022-11-12 16:50:10 +07,1668246610.0,cryptobilal4,"Elon #Musk:  •DOGE aya gidecek.  •Soğuk bir cüzdanlarda BTC, ETH ve DOGE tutarsanız sorun olmaz.  •FTX hacklendi mi yoksa SBF kaçtı mı?  #Btc #Bitcoin #Binance",tr,210
2022-11-12 16:49:37 +07,1668246577.0,kosehknn,@BithumbGlobal By the way I am bullish on #pitbultoken #HODL #pitbultoken #PIT #pitbullarmy #PitbullCrew #BSCGems #BNB #BTC #Bitcoin,en,2
2022-11-12 16:49:09 +07,1668246549.0,cryptobilal4,Herkese hayırlı günler  Hayırlı hafta sonları  Bol kazançlar  #Btc #Bitcoin,tr,204
