created_at,timestamp,username,tweet,language,likes_count
2022-11-10 04:59:59 +07,1668031199.0,tan_0788,Modumuz belli. #binance #btc #bitcoin #cz #solana #matic #dogecoin #kripto #cryptocrash #FTX  #CZBinance  https://t.co/M3F7UCkqNm,tr,0
2022-11-10 04:59:53 +07,1668031193.0,khasmetli,20 aydır bekleyen kardeşlerim 25 dakikada 12+4+3x= 19x görünce nasıl bir esgale giriyor acaba 😂😈 Yamacıma gelin buralar fena değerlenecek;)  #BTC #Bitcoin #ETH #Ethereum #Binance #ftx #FTT #bnb #cryptocrash #Crypto #Meta #chz #lunc  https://t.co/yv1VBx3cJ4,tr,1
2022-11-10 04:59:51 +07,1668031191.0,cryptoj05480290,I guess it's really just us holding up the market now huh? #BTC #Bitcoin $BTC,en,0
2022-11-10 04:59:51 +07,1668031191.0,fidelitytradin,"BREAKING NEWS:   BITCOIN FALLS BELOW $16,000 FOR THE FIRST TIME SINCE OCTOBER 2020 AMID CRYPTO TURMOIL   #BTC  #BITCOIN  https://t.co/eu05FQsg3Q",en,1
2022-11-10 04:59:23 +07,1668031163.0,stefanjoyyy,Why the FUD? $btc just doing what #btc does 🤷. Enjoy the bargains people!! 🥳🥳. Next bull run will be mega 🙌🙌 #crypto #btc #Bitcoin #ftx #Binance  https://t.co/HQtSo2vv22,en,1
2022-11-10 04:59:17 +07,1668031157.0,yunusmizrak2515,@bitcoinsistemi Türk yatırımcı heryerden darbe yiyor brawo @cz_binance #BTC #Bitcoin,tr,0
2022-11-10 04:59:08 +07,1668031148.0,adityaroypspk,$BTC Bottom Update  •Fill WFVG 1 &amp; Bounce (if CPI data comes in favor) = 15K-14K •Fill WFVG 2 &amp; Bounce (If CPI data doesn't comes in favor) = 13K-11K •Most of the liquidity has been grabbed •Some left at 14K  #BTC #Bitcoin #Crypto #cryptocurrency #ETH $ETH $SOL $ADA $XRP $FTT  https://t.co/xvdzpg90hO,en,119
2022-11-10 04:58:53 +07,1668031133.0,cenabetkripto,Siyah çizgiye temas halinde düşüş bitecektir. #BTC #bitcoin  https://t.co/jz0uBJJFXE,tr,0
2022-11-10 04:58:44 +07,1668031124.0,investingcom,"⚠️BREAKING:  *BITCOIN FALLS BELOW $16,000 FOR THE FIRST TIME SINCE OCTOBER 2020 AMID CRYPTO TURMOIL   #BTC #BITCOIN  https://t.co/21MRgc2EBY",en,304
2022-11-10 04:58:30 +07,1668031110.0,corrupttrader,#btc #bitcoin #shitcoin?? BTC imo going lower to sub 10k. Needs to hold long term support around 9.5-10k. 👁️ 👁️  https://t.co/sYTnmAqqZz,en,1
2022-11-10 04:58:12 +07,1668031092.0,sentimentstockr,"Dear Diary, Hello old friend $BTC #Bitcoin #BTC   $15k  https://t.co/QsV4GnZSnH",en,0
2022-11-10 04:58:10 +07,1668031090.0,deanicide,Bfx whales been accum shorts 4 over a Year! the low was 10/31/21 #Bitcoin $BTC #Bitcoin  https://t.co/4MsnFOZVJC,en,0
2022-11-10 04:57:49 +07,1668031069.0,eiin_cn,I want to cry  #BTC #Bitcoin  https://t.co/Zf60yMwME2,en,0
