created_at,timestamp,username,tweet,language,likes_count
2022-11-12 11:57:35 +07,1668229055.0,0xfreedum,"It is unfortunate what has happened over the past few days with #ftx but that’s why we have cold storage wallets like @Ledger @Trezor etc.  To be optimistic, in regards to the future of it all — nothing can stop #btc #bitcoin nothing… This thing is going to go",en,0
2022-11-12 11:54:21 +07,1668228861.0,billgra48962812,"@Mandakinisahu3 @FTX_Official I was smart enough to prepare for this bear run, in actuality I didn’t lose a dime on #btc #bitcoin .. want to know how dm me and I’ll tell you for free”",en,0
2022-11-12 11:54:03 +07,1668228843.0,alertingcryptos,"[ $BTC ] Bitcoin   ‘DeFi-Killing’ Crypto Law Appears To Be Dead on Arrival, According to Castle Island Ventures Founder Nic Carter   https://t.co/YSWDyxd2xL",en,0
2022-11-12 11:50:28 +07,1668228628.0,token_platforms,The current price of Bitcoin is 16821.31 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-12 11:44:36 +07,1668228276.0,metalected,"@saylor holding court today @pacificbitcoin 👏👏👏   Down but never out. All in, so never truly down. $BTC @Bitcoin @SwanBitcoin",en,1
2022-11-12 11:38:34 +07,1668227914.0,bridgerbitcoins,#BTC #bitcoin  https://t.co/wBsbTYd3Ld,qme,0
2022-11-12 11:37:46 +07,1668227866.0,adityaroypspk,•Carmer is Bearish on #Crypto now 🤣 •But It's Bullish sign   #cryptocurrency #BTC $BTC #Bitcoin  https://t.co/xCX2x35aO6,en,65
2022-11-12 11:35:26 +07,1668227726.0,token_platforms,The current price of Bitcoin is 16796.25 US$.   #btc #bitcoin   Follow us + RT,en,1
2022-11-12 11:34:25 +07,1668227665.0,betty25833,Btc Twitter Sentiment Analysis Last 1 Day#btc #bitcoin #cryptocurrencyMore Detail👉 https://t.co/q1REx6huV2  https://t.co/r0e80NCdAK,en,0
2022-11-12 11:33:53 +07,1668227633.0,cryptowise_fin,🎯🎯 Cryptowise $RUNE Update 🎯🎯  #RUNE Resistance/Support Update! 📈      Next support: 1.13 Resistance: 1.2 Price: 1.121  Discover more 👇  https://t.co/ZHho6FNRVu      #charting #trading #news #crypto #cryptocurrency #BTC #bitcoin #altcoin #AI #money #blockchain  https://t.co/P1iuuFkSGC,en,1
